Lon,Lat,Clave,Edo,Est,Tmin,,,
-114.93,32.41,MOCTEZUMA,SON,Moctezuma Son. INIFAP*,7.4,,,
-114.85,32.44,MONUMENTOS,SON,Monumentos Son. REMAS*,8.5,,,
-109.6,26.82,HUATABAMPO,SON,Huatabampo Son. REMAS*,13.3,,,
-109.58,27.05,CHUCARIT,SON,Chucarit Son. REMAS*,12.2,,,
-109.75,27.11,BLOCK2328,SON,Block 2328 Son. INIFAP*,13.5,,,
-109.4,27.13,TESIA,SON,Tesia Son.  INIFAP*,11.8,,,
-109.71,27.21,BLOCK1730,SON,Block 1730 Son. INIFAP*,12.3,,,
-109.84,27.28,BLOCK1418,SON,Block 1418 Son. INIFAP*,13.0,,,
-110.29,27.4,BLOCK727,SON,Block 727 Son. INIFAP*,13.6,,,
-110.1,27.41,BLOCK609,SON,Block 609 Son. INIFAP*,11.6,,,
-109.94,27.5,COBSO,SON,Observatorio de Ciudad ObregÛn Son.,15.1,,,
-110.12,27.51,BLOCK111,SON,Block 111 Son. INIFAP*,11.9,,,
-110.8,27.95,EPLSO,SON,Observatorio de Empalme Son.,15.7,,,
-111.56,28.61,PERICOI,SON,Perico 1 Son. INIFAP*,9.1,,,
-109.37,28.98,PELIASCALLES,SON,Presa Plutarco ElÌas Calles Son.,17.7,,,
-110.71,29.23,ORGSO,SON,El OrÈgano Son.,14.3,,,
-109.08,29.43,PDNSO,SON,Paso N·cori Son.,10.8,,,
-112.26,30.65,EJFRONTERAS,SON,Ejido Fronteras Son. REMAS*,11.5,,,
-111.83,30.71,ALTARob,SON,Observatorio de Altar Son. SMN*,11.1,,,
-111.73,30.72,ALTSO,SON,Observatorio de Altar Son.,9.3,,,
-112.46,30.77,CABORCAEX,SON,Caborca Exportadora Son. REMAS*,8.9,,,
-113.55,31.35,PT2SO,SON,Observatorio de Puerto PeÒasco Son.,14.4,,,
-114.8,32.42,RCOLORADO,SON,San Luis RÌo Colorado Son. SMN*,11.2,,,
-111.83,28.75,BAHIAKINO,SON,BahÌa de Kino Son. SMN*,10.9,,,
-111.36,28.56,CUICHI,SON,Cuichi Son. REMAS*,9.8,,,
-111.72,29.06,DOLORES,SON,Dolores Jam Son. REMAS*,9.6,,,
-110.93,30.67,MGDSO,SON,Magdalena Son.,10.6,,,
-109.54,31.33,APTSO,SON,Agua Prieta Son.,4.5,,,
-92.75,17.38,OXOTB,TAB,Oxolot·n Tab.,22.6,,,
-91.48,17.43,BDCTB,TAB,Boca del Cerro Tab.,21.8,,,
-92.97,17.57,TEATB,TAB,Teapa Tab.,21.6,,,
-92.94,17.57,PUYTB,TAB,Puyacatengo Tab.,21.8,,,
-92.6,17.77,MACTB,TAB,Macuspana Tab.,22.7,,,
-93.38,18,CARTB,TAB,C·rdenas Tab.,21.8,,,
-92.88,17.85,PNVTB,TAB,Pueblo Nuevo Tab.,21.5,,,
-93,17.98,GONTB,TAB,Gonz·lez Tab.,21.6,,,
-93.28,18,SAMTB,TAB,Samaria Tab.,21.8,,,
-92.92,17.98,EMUTB,TAB,Villahermosa Muelle Tab.,23.6,,,
-92.81,18.04,EPOTB,TAB,El Porvenir Tab.,21.9,,,
-91.49,17.43,BOCADELCERRO,TAB,Boca del Cerro Tab. SGT*,22.2,,,
-92.95,17.56,TEAPA,TAB,Teapa Tab. SGT*,22.0,,,
-93.28,18,SAMARIA,TAB,Samaria Tab. SGT*,22.0,,,
-92.65,18.41,PCENTLA,TAB,Pantanos de Centla Tab. SMN*,23.7,,,
-93.33,18.42,PARAISO,TAB,ParaÌso Tab. SMN*,23.8,,,
-92.78,17.46,TAPTB,TAB,Tapijulapa Tab.,19.8,,,
-91.16,17.79,SPTTB,TAB,San Pedro Tab.,21.4,,,
-92.96,17.96,LUISGPEREZ,TAB,Luis Gil PÈrez Tab. SGT*,23.8,,,
-93.62,18.18,POBLADOC11,TAB,Poblado C11 Tab. SGT*,22.5,,,
-99.27,24.02,STETP,TAMPS,Santa Engracia Tamps.,15.2,,,
-98.63,22.49,NVAAPOLONIA,TAMPS,Nueva Apolonia Tamps. SGT*,19.8,,,
-99.15,22.99,AHUALULCOTP,TAMPS,Ahualulco Tamps. SGT*,19.1,,,
-98.37,24.05,ABASOLO,TAMPS,Abasolo Tamps. SGT*,18.2,,,
-99.22,24.1,BARRETALI,TAMPS,Barretal Uno Tamps. SGT*,17.1,,,
-97.88,22.24,TMPTP,TAMPS,Tampico Tamps.,20.7,,,
-97.84,22.28,MDRTP,TAMPS,Madero Tamps.,21.0,,,
-97.93,22.39,BALTP,TAMPS,Bombas Altamira Tamps.,20.8,,,
-98.42,22.42,TMSTP,TAMPS,TamesÌ Tamps.,17.2,,,
-98.69,22.6,ERCTP,TAMPS,Estudiante Ramiro Caballero Dorantes Tamps.,17.0,,,
-98.87,22.78,SDATP,TAMPS,Saca de Agua Tamps.,18.7,,,
-98.71,22.8,MGSTP,TAMPS,MagiscatzÌn Dos Tamps.,17.7,,,
-99.12,22.85,LSRTP,TAMPS,La Servilleta Tamps.,17.7,,,
-99.03,22.84,RFRTP,TAMPS,RÌo FrÌo Tamps.,21.5,,,
-98.79,22.94,SLZTP,TAMPS,Lic. Emilio Portes Gil Tamps.,14.3,,,
-99.09,23.03,SBNTP,TAMPS,Sabinas Tamps.,16.9,,,
-97.77,23.05,BTORDO,TAMPS,Barra del Tordo Tamps. SMN*,20.2,,,
-98.79,23.08,SGBTP,TAMPS,San Gabriel Tamps.,17.4,,,
-97.99,23.26,RSPTP,TAMPS,Rep˙blica EspaÒola Tamps.,19.2,,,
-99.08,23.38,ENNTP,TAMPS,La Encantada Tamps.,15.4,,,
-99.17,23.72,CVCTP,TAMPS,Observatorio de Ciudad Victoria Tamps.,15.4,,,
-98.75,23.73,PDMTP,TAMPS,Paso de Molina Tamps.,16.0,,,
-98.67,23.96,VGRTP,TAMPS,Vicente Guerrero Tamps.,18.2,,,
-98.9,24.05,PADTP,TAMPS,Padilla Tamps.,16.5,,,
-98.39,24.07,ABSTP,TAMPS,Abasolo Tamps.,17.3,,,
-99.12,24.08,BR1TP,TAMPS,El Barretal Uno Tamps.,16.4,,,
-99.22,24.1,BRRTP,TAMPS,El Barretal Tamps.,15.6,,,
-99.02,24.21,PILTP,TAMPS,PilÛn Tamps.,16.3,,,
-99.58,24.18,PVLTP,TAMPS,Puerto de Valles Tamps.,13.1,,,
-99.56,24.25,PJMTP,TAMPS,Pedro JosÈ MÈndez Tamps.,16.2,,,
-99.43,24.25,MHGTP,TAMPS,Miguel Hidalgo Tamps.,15.1,,,
-99.55,24.57,MAGTP,TAMPS,Magueyes Tamps.,13.9,,,
-98.16,24.84,FDOTP,TAMPS,San Fernando Tamps.,15.9,,,
-97.82,25.97,CONTP,TAMPS,Control Tamps.,17.4,,,
-97.8,25.7,VHMTP,TAMPS,Valle Hermoso Tamps.,18.2,,,
-97.8,25.8,PANTP,TAMPS,Pueblo An·huac Tamps.,16.6,,,
-97.52,25.83,MATTP,TAMPS,Matamoros Tamps.,18.0,,,
-97.8,25.91,VCATP,TAMPS,Villa C·rdenas Tamps.,16.4,,,
-98.29,26.08,RYATP,TAMPS,S-J-3-42 Reynosa Tamps.,15.2,,,
-98.88,26.17,RYNTP,TAMPS,S-J-2-9 Reynosa Tamps.,15.1,,,
-98.6,26.24,CDOTP,TAMPS,S-J-2-18 Ciudad DÌaz Ordaz Tamps.,16.1,,,
-99.19,23.73,CVTTP,TAMPS,Ciudad Victoria Tamps.,16.3,,,
-99.21,24.1,BARRETALII,TAMPS,Barretal Dos Tamps. SGT*,16.2,,,
-98.69,25.12,CANDIDOAG,TAMPS,C·ndido Aguilar Tamps. SGT*,16.6,,,
-99.15,22.99,AHLTP,TAMPS,Ahualulco Tamps.,18.1,,,
-98.41,22.8,GONZALEZTP,TAMPS,Gonz·lez Tamps. SGT*,19.7,,,
-99.08,23.39,LAENCANTADA,TAMPS,La Encantada Tamps. SGT*,18.5,,,
-99.13,23.73,CVICTORIAob,TAMPS,Observatorio de Ciudad Victoria Tamps.SMN*,15.9,,,
-97.77,23.79,LAPESCAMAR,TAMPS,La Pesca Tamps. SEMAR*,19.6,,,
-98.94,23.94,CORTP,TAMPS,Corona Tamps.,15.7,,,
-98.9,24.04,PADILLA,TAMPS,Padilla Tamps. SGT*,17.4,,,
-99.6,24.18,PTODEVALLES,TAMPS,Puerto de Valles Tamps. SGT*,13.5,,,
-98.16,24.84,SNFERNANDO,TAMPS,San Fernando Tamps. SGT*,17.6,,,
-98.16,24.84,FD2TP,TAMPS,San Fernando Tamps. SMN*,16.7,,,
-98.6,25.1,MENDEZ,TAMPS,MÈndez Tamps. SGT*,17.1,,,
-97.52,25.88,MA2TP,TAMPS,Matamoros Tamps. SMN*,18.0,,,
-99.53,27.44,NUEVOLAREDO,TAMPS,Nuevo Laredo Tamps. SGT*,16.3,,,
-99.92,22.58,CIUDADMANTE,TAMPS,Ciudad Mante Tamps. SMN*,19.2,,,
-99.15,23.05,GOMEZFARIAS,TAMPS,GÛmez FarÌas Tamps. SGT*,18.2,,,
-97.95,23.17,LAETP,TAMPS,La Esperanza Tamps.,16.4,,,
-98.21,23.76,SLMTP,TAMPS,Observatorio de Soto la Marina Tamps.,16.8,,,
-98.21,23.76,SOTOLAMARINAob,TAMPS,Observatorio de Soto La Marina Tamps. SMN*,17.2,,,
-98.87,24.12,PILON,TAMPS,PilÛn Tamps. SGT*,17.4,,,
-99.55,24.57,VSMTP,TAMPS,Victoria San Marcos Tamps.,17.1,,,
-98.81,25.03,CNDTP,TAMPS,C·ndido Aguilar Tamps.,17.3,,,
-98.59,25.12,MENTP,TAMPS,Mendez Tamps.,16.7,,,
-98.93,26.2,MRGTP,TAMPS,Marte Rodolfo GÛmez Tamps.,16.1,,,
-97.91,19.2,ZITTL,TLAX,Zitlaltepec Tlax.,6.0,,,
-97.77,19.3,CUATL,TLAX,Cuapiaxtla Tlax.,6.0,,,
-98.23,19.32,TLAXCALAob,TLAX,Observatorio de Tlaxcala Tlax. SMN*,7.0,,,
-97.65,19.32,ECTTL,TLAX,El Carmen Tequexquitla Tlax.,2.9,,,
-98.25,19.32,OBSTL,TLAX,Observatorio de Tlaxcala Tlax.,7.1,,,
-98.2,19.56,SJATL,TLAX,San JosÈ Atlanga Tlax.,2.7,,,
-98.56,19.59,CPPTL,TLAX,Calpulalpan Tlax.,4.6,,,
-98.03,19.14,MALINCHEII,TLAX,La Malinche 2 Tlax. SMN*,4.1,,,
-98.04,19.3,MALINCHEI,TLAX,La Malinche 1 Tlax. SMN*,4.5,,,
-97.91,19.32,HMTTL,TLAX,Huamantla Tlax.,5.5,,,
-98.13,19.43,APITL,TLAX,Apizaco Tlax.,5.4,,,
-97.95,19.31,HUATL,TLAX,Huamantla Tlax. SMN*,1.8,,,
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,17.3,,,
-96.97,19.45,TAPVC,VER,Tapachapan Ver.,12.9,,,
-96.41,19.26,LOFVC,VER,Loma Fina Ver.,19.1,,,
-96.95,19.23,TOTVC,VER,Totutla Ver.,11.8,,,
-96.97,19.55,OTIVC,VER,Otilpan Ver.,11.0,,,
-94.92,17.42,LPEVC,VER,Las Perlas Ver.,20.0,,,
-95.03,17.43,JCRVC,VER,Jes˙s Carranza Ver.,19.5,,,
-94.09,17.87,JDCVC,VER,San JosÈ del Carmen Ver.,18.8,,,
-95.13,17.88,SJEVC,VER,San Juan Evangelista Ver.,20.9,,,
-94.77,18.14,MNZVC,VER,Minzapan Ver.,19.8,,,
-95.35,18.25,LAUVC,VER,Lauchapan Ver.,18.7,,,
-95.44,18.58,ARCVC,VER,¡ngel Rosario Cabada Ver.,20.5,,,
-95.63,18.72,RALVC,VER,Radar Alvarado Ver.,19.5,,,
-97.23,18.92,LGRVC,VER,Loma Grande Ver.,3.8,,,
-96.49,19.34,TAMVC,VER,Tamarindo Ver.,23.4,,,
-96.37,19.36,CRDVC,VER,Cardel Ver.,19.8,,,
-96.55,19.4,IDOVC,VER,Õdolos Ver.,20.0,,,
-97.39,19.41,ZALVC,VER,Zalayeta Ver.,0.7,,,
-96.94,19.45,COAVC,VER,Coatepec Ver.,10.6,,,
-96.93,19.48,BRIVC,VER,Briones Ver.,9.5,,,
-96.59,19.5,ACTVC,VER,Actopan Ver.,22.1,,,
-96.92,19.53,XOBVC,VER,Observatorio de Xalapa Ver.,12.2,,,
-96.85,19.55,XCFVC,VER,Xalapa CFE Ver.,12.5,,,
-97.02,19.6,JOYVC,VER,La Joya Ver.,6.2,,,
-96.87,19.65,NAOVC,VER,Naolinco Ver.,11.0,,,
-96.84,19.7,ACAVC,VER,Acatl·n Ver.,8.6,,,
-97.23,19.76,ALTVC,VER,Altotonga Ver.,7.4,,,
-96.98,20.05,LIBVC,VER,Libertad Ver.,19.4,,,
-98.48,20.53,HUYVC,VER,Huayacocotla Ver.,6.2,,,
-97.48,20.54,PRCVC,VER,Poza Rica Ver.,20.1,,,
-97.81,20.89,SBTVC,VER,Sombrerete Ver.,17.8,,,
-97.68,20.93,ALAVC,VER,¡lamo Temapache Ver.,18.8,,,
-98.36,21.3,PSNVC,VER,PlatÛn S·nchez Ver.,16.7,,,
-98.41,21.5,TMPVC,VER,Tempoal Ver.,17.7,,,
-98.16,21.74,CHYVC,VER,Paso de Piedras Ver.,16.9,,,
-98.46,21.77,HGOVC,VER,El Higo Ver.,18.8,,,
-98.51,21.84,OLVVC,VER,El Olivo Ver.,17.9,,,
-98.18,22.06,PNCVC,VER,P·nuco Ver.,16.7,,,
-98.29,21.19,HLSVC,VER,Los Hules Ver.,17.6,,,
-96.9,19.51,XALAPAob,VER,Observatorio de Xalapa Ver. SMN*,14.7,,,
-94.16,17.57,TMOVC,VER,Tierra Morada Ver.,19.4,,,
-96.7,19.43,CEGVC,VER,Cerro Gordo Ver.,16.6,,,
-95.7,18.08,VAZVC,VER,Villa Azueta Ver.,20.8,,,
-96.92,18.89,CORDOBASGT,VER,CÛrdoba Ver. SGT*,16.8,,,
-96.66,19.04,PTE4CAMINOS,VER,Puente Cuatro Caminos Ver. SGT*,18.1,,,
-97.04,19.07,COSCOMATEPEC,VER,Coscomatepec CBT99 Ver. SMN*,10.7,,,
-96.84,19.07,TEPATLAXCO,VER,Tepatlaxco Ver. SGT*,14.4,,,
-96.13,19.09,SJNVC,VER,San JosÈ Novillero Ver.,21.2,,,
-96.11,19.1,UGALVANESIME,VER,Ursulo Galv·n Ver. SMN*,19.3,,,
-96.45,19.29,PASOOVEJAS,VER,Paso de Ovejas Ver. SGT*,19.9,,,
-97.27,19.55,PEROTESMN,VER,Perote Ver. SMN*,4.1,,,
-96.92,19.81,TNCVC,VER,Tenochtitl·n Ver.,13.8,,,
-97.42,20.96,TUXPANob,VER,Observatorio de Tuxpan Ver. SMN*,20.5,,,
-94.93,18.04,ACAYUCAN,VER,Acayucan Ver. SMN*,20.8,,,
-94.4,18.1,COTVC,VER,Observatorio de Coatzacoalcos Ver.,21.2,,,
-95.3,18.14,CTTVC,VER,Cuatotolapan Ver.,19.4,,,
-96.1,18.19,CDALEMAN,VER,Ciudad Alem·n Ver.*,21.5,,,
-95.42,18.47,TZAVC,VER,Tres Zapotes Ver.,20.6,,,
-95.07,18.58,TUXTLASI,VER,Los Tuxtlas 1 Ver. SMN*,13.1,,,
-97.1,18.85,ORZVC,VER,Observatorio de Orizaba Ver.,13.3,,,
-96.11,19.15,VERVC,VER,Observatorio de Veracruz Ver.,22.5,,,
-96.95,19.18,HTSVC,VER,Huatusco Ver.,8.8,,,
-97.4,20.96,TXPVC,VER,Observatorio de Tuxpan Ver.,19.9,,,
-88.93,20.13,PETYC,YUC,Peto Yuc.,20.3,,,
-89.39,20.29,OXKYC,YUC,Oxkutzcab Yuc.,20.7,,,
-89.56,20.4,TICYC,YUC,Ticul Yuc.,21.6,,,
-89.08,20.46,CANYC,YUC,Cantamayec Yuc.,21.4,,,
-89.71,20.49,MUNYC,YUC,Muna Yuc.,21.2,,,
-89.83,20.75,CHOYC,YUC,Chochol· Yuc.,21.1,,,
-89.65,20.95,MEOYC,YUC,Observatorio de MÈrida Yuc.,22.8,,,
-89.66,20.98,GARYC,YUC,Organismo de Cuenca PenÌnsula de Yucat·n Yuc.,21.1,,,
-89.64,21.03,CICYC,YUC,Centro de InvestigaciÛn CientÌfica Yuc.,22.0,,,
-87.99,21.16,TIZIMIN,YUC,TizimÌn Yuc. SMN*,21.4,,,
-87.68,21.51,CYOYC,YUC,El Cuyo Yuc.,23.8,,,
-88.17,21.16,TIZYC,YUC,TizimÌn Yuc.,21.9,,,
-89.05,20.03,TANYC,YUC,TantaquÌn Yuc.,17.4,,,
-89.22,19.88,BECYC,YUC,BecanchÈn Yuc.,21.0,,,
-89.68,20.65,ABAYC,YUC,Abal· Yuc.,16.1,,,
-90.38,20.86,CELYC,YUC,Celest˙n Yuc. SMN*,23.5,,,
-89.44,21.11,MOCYC,YUC,Mococh· Yuc.,18.8,,,
-89.5,21.08,CONYC,YUC,Conkal Yuc.,18.3,,,
-89.05,20.03,TNTYC,YUC,TantaquÌn Yuc. SMN*,20.7,,,
-89.29,21.09,MTOYC,YUC,Motul Yuc.,18.4,,,
-89.65,21.3,PROGRESOob,YUC,Observatorio de Progreso Yuc. SMN*,24.0,,,
-88.16,21.57,RILYC,YUC,RÌo Lagartos Yuc. SMN*,22.9,,,
-88.2,20.69,VALYC,YUC,Observatorio de Valladolid Yuc.,22.1,,,
-89.65,21.28,PROYC,YUC,Observatorio de Progreso Yuc.,23.8,,,
-103.51,24.29,SGOZC,ZAC,Santiago Zac.,6.2,,,
-103.36,21.21,MORZC,ZAC,Mezquital del Oro Zac.,10.5,,,
-102.85,21.36,NCTZC,ZAC,Nochistl·n Zac.,4.4,,,
-103.34,21.59,VILZC,ZAC,JosÈ MarÌa Morelos Zac.,10.6,,,
-103.35,21.65,EXCZC,ZAC,Miguel Alem·n Zac.,4.6,,,
-103.31,21.77,TLLZC,ZAC,Tlaltenango Zac.,5.6,,,
-103.46,21.81,ATGZC,ZAC,Atolinga Zac.,3.7,,,
-102.9,22,CHIZC,ZAC,El Chique Zac.,12.2,,,
-101.4,22.12,PINZC,ZAC,Pino Su·rez Zac.,3.7,,,
-102.86,22.12,TAYZC,ZAC,Ing. Juli·n Adame Alatorre Zac.,5.0,,,
-103.56,22.31,MRSZC,ZAC,Monte Escobedo Zac.,2.0,,,
-101.72,22.35,VHGZC,ZAC,Villa Hidalgo Zac.,5.4,,,
-102.8,22.35,PALZC,ZAC,Palomas Zac.,3.8,,,
-101.92,22.52,VGOZC,ZAC,Villa Gonz·lez Ortega Zac.,5.1,,,
-103,22.64,JERZC,ZAC,Jerez Zac.,7.1,,,
-102.04,22.67,ELSZC,ZAC,El Saladillo Zac.,1.3,,,
-103.6,22.69,LFLZC,ZAC,La Florida Zac.,1.0,,,
-102.51,22.75,GPEZC,ZAC,Guadalupe Zac.,7.5,,,
-102.51,22.75,ZA2ZC,ZAC,Zacatecas Zac. SMN*,7.9,,,
-102.58,22.76,ZACZC,ZAC,Zacatecas Zac.,8.8,,,
-102.95,22.82,BTEZC,ZAC,RamÛn LÛpez Velarde Zac.,4.2,,,
-103.38,22.85,LOBZC,ZAC,Manuel Felgueres Zac.,3.1,,,
-103.11,22.92,STRZC,ZAC,Santa Rosa Zac.,5.7,,,
-102.66,23,LLBZC,ZAC,Llano Blanco Zac.,3.1,,,
-102.89,23.17,FREZC,ZAC,Fresnillo Zac.,7.7,,,
-103.22,23.18,LREZC,ZAC,Gobernador Leobardo Reynoso Zac.,2.8,,,
-103.1,23.69,ELCZC,ZAC,El Cazadero Zac.,4.7,,,
-103.03,23.82,RGRZC,ZAC,RÌo Grande Zac.,2.8,,,
-102.88,24.32,SFOZC,ZAC,San Francisco Zac.,4.2,,,
-103.88,23.47,TCHZC,ZAC,Chalchihuites Zac.,10.0,,,
-103.4,24.28,JALZC,ZAC,Juan Aldama Zac.,7.3,,,
-102.62,24.98,NTAZC,ZAC,Nuevo Tampico Zac.,7.3,,,
-103.46,21.47,TGOZC,ZAC,Te˙l de Gonz·lez Ortega Zac.,6.8,,,
-102.79,21.56,TLAZC,ZAC,Tlalchichila Zac.,6.6,,,
-103.09,22.93,GJAZC,ZAC,General JoaquÌn Amaro Zac.,7.3,,,
-102.25,22.44,LMOZC,ZAC,Luis Moya Zac.,4.2,,,
-102.46,22.49,GRCZC,ZAC,Genaro Codina Zac.,3.2,,,
-102.57,22.78,ZACATECASob,ZAC,Observatorio de Zacatecas Zac. SMN*,9.9,,,
-102.9,21.71,PMOZC,ZAC,Los MoraleÒos Zac.,10.7,,,
-101.99,22.26,LORZC,ZAC,Loreto Zac.,5.0,,,
-103.5,22.33,STEZC,ZAC,Independencia Nacional Zac.,7.0,,,
-102.57,22.78,LBUZC,ZAC,Observatorio de Zacatecas Zac.,9.4,,,
-103.64,23.64,SOMZC,ZAC,Observatorio de Sombrerete Zac.,6.8,,,
-103.44,24.29,MGAZC,ZAC,Miguel Auza Zac.,6.8,,,
-101.39,24.62,CORZC,ZAC,ConcepciÛn del Oro Zac.,7.9,,,
-103.6,22.69,LAFLORIDA,ZAC,La Florida Zac. SMN*,1.2,,,
-103.61,21.22,HITZC,ZAC,Huitzila Zac.,3.5,,,
