Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abal·, Yuc.",12.7
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",9.8
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",9.0
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",15.3
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",23.4
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",16.7
-105.38,22.47,ACAPONETA,NAY,"Acaponeta, Nay. SMN*",15.6
-96.84,19.70,ACAVC,VER,"Acatl·n, Ver.",7.2
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",10.7
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",1.1
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",4.1
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",4.4
-100.71,20.03,ACNGJ,GTO,"Ac·mbaro, Gto.",7.7
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",5.2
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",4.5
-106.65,24.05,ACTSI,SIN,"Acatit·n, Sin.",12.2
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",13.7
-99.75,16.76,ACUGR,GRO,"Acapulco, Gro. SMN*",21.6
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",4.5
-98.06,18.28,ADOPB,PUE,"Acatl·n de Osorio, Pue.",11.4
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",8.1
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",14.1
-98.14,18.94,AFRPB,PUE,"¡fricam, Pue.",5.2
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",8.3
-107.48,28.48,AGZCH,CHIH,"Abraham Gonz·lez, Chih.",-1.5
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",6.1
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",10.5
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",13.9
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",1.9
-102.44,21.60,AJJJL,JAL,"Ajoj˙car, Jal.",4.1
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",11.9
-107.38,25.09,AL2SI,SIN,"El Varejonal hidromÈtrica, Sin.",12.4
-97.68,20.93,ALAVC,VER,"¡lamo Temapache, Ver.",12.5
-116.91,32.44,ALRBN,BC,"Abelardo L. RodrÌguez, B.C.",10.5
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",7.1
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",5.8
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",11.7
-104.07,25.26,AM2DR,DGO,"AgustÌn Melgar, Dgo. SMN*",5.8
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",5.8
-99.38,18.60,AMCMR,MOR,"Amacuzac, Mor.",9.3
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",4.1
-92.78,16.40,ANGCP,CHIS,"Doctor Belisario DomÌnguez, Chis.",15.3
-101.72,20.13,ANGMC,MICH,"Angamacutiro, Mich. SMN*",8.7
-100.13,27.24,ANHNL,NL,"An·huac, N.L.",5.7
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",7.0
-109.89,27.82,AOBSO,SON,"¡lvaro ObregÛn, Son.",15.0
-102.37,19.08,APAMC,MICH,"Apatzing·n, Mich. SMN*",17.8
-97.85,20.41,APAPB,PUE,"Apapantilla, Pue.",13.3
-104.49,26.23,APRDR,DGO,"Ing. BenjamÌn Ortega Cantero, Dgo.",4.8
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",7.9
-102.37,19.08,APTMC,MICH,"Apatzing·n, Mich.",16.8
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",6.5
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",5.9
-108.70,25.70,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",11.6
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",12.5
-95.44,18.58,ARCVC,VER,"¡ngel Rosario Cabada, Ver.",15.9
-109.09,30.07,ARISO,SON,"Aribabi, Son.",-0.5
-93.90,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",21.0
-99.82,24.10,ARRNL,NL,"Aramberri, N.L.",6.3
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",1.8
-99.91,24.32,ASCNL,NL,"La AscensiÛn, N.L.",3.3
-101.63,20.50,ATBGJ,GTO,"Agua Tibia, Gto.",5.9
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",13.0
-98.91,19.54,ATEMX,MEX,"Atenco, MÈx.",6.7
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",7.0
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",3.6
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",11.9
-99.87,19.78,ATLMX,MEX,"Atlacomulco, MÈx. SMN*",3.7
-99.87,19.78,ATPMX,MEX,"Atlacomulco Prepa., MÈx.",0.7
-103.09,20.40,ATQJL,JAL,"Atequiza, Jal.",6.7
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",8.7
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",21.7
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",10.6
-113.56,28.90,BAABN,BC,"BahÌa de los ¡ngeles, B.C. SMN*",14.6
-107.26,28.77,BACCH,CHIH,"BachÌniva, Chih.",-0.5
-96.72,17.07,BAEOX,OAX,"Base AÈrea, Oax.",8.4
-111.83,28.75,BAHIAKINO,SON,"BahÌa de Kino, Son. SMN*",8.5
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",13.0
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",8.2
-100.41,20.50,BATQT,QRO,"El Bat·n, Qro.",7.5
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",13.0
-110.24,30.60,BCNSO,SON,"Bacanuchi, Son.",0.1
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",2.5
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",5.4
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",19.1
-98.11,18.91,BDDPB,PUE,"Manuel ¡vila Camacho, Pue.",3.8
-107.54,25.33,BDRSI,SIN,"Badiraguato, Sin.",9.9
-89.22,19.88,BECYC,YUC,"BecanchÈn, Yuc.",17.3
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",11.8
-103.78,21.83,BLNJL,JAL,"BolaÒos, Jal.",12.2
-110.22,30.00,BNMSO,SON,"Banamichi, Son.",7.3
-93.15,16.64,BOQCP,CHIS,"BoquerÛn, Chis.",16.6
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",12.5
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",7.2
-96.93,19.48,BRIVC,VER,"Briones, Ver.",8.4
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",6.5
-99.22,24.10,BRRTP,TAMP,"El Barretal, Tamps.",7.3
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",-2.0
-102.95,22.82,BTEZC,ZAC,"RamÛn LÛpez Velarde, Zac.",5.9
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",12.7
-107.90,27.90,BTVCH,CHIH,"Batovira, Chih.",0.7
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",15.8
-99.40,18.46,BVSGR,GRO,"Buena Vista, Gro.",13.8
-100.66,18.35,CA2GR,GRO,"Ciudad Altamirano, Gro. SMN*",18.6
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",6.4
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",-0.1
-104.70,24.00,CAGDR,DGO,"Campo AgrÌcola, Dgo.",5.0
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",18.9
-99.70,19.33,CALMX,MEX,"Calixtlahuaca, MÈx.",0.6
-102.71,21.85,CALVILLO,AGS,"Calvillo, Ags. SMN*",5.9
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",7.3
-90.58,19.30,CANCA,CAMP,"Canasayab, Camp.",17.9
-100.27,25.80,CANNL,NL,"El Canad·, N.L.",7.3
-86.82,21.16,CANQR,QROO,"Canc˙n, Q. Roo.",21.7
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",17.7
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",17.8
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",21.3
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",5.9
-100.44,20.60,CARQT,QRO,"Carrillo, Qro.",8.4
-93.38,18.00,CARTB,TAB,"C·rdenas, Tab.",18.1
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",13.9
-87.87,20.72,CATYC,YUC,"CatzÌn, Yuc.",17.2
-104.80,24.52,CB2DR,DGO,"Caboraca hidromÈtrica, Dgo.",3.1
-99.17,19.45,CBIDF,CDMX,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",8.9
