Lon,Lat,Clave,Edo,Est,Tmin
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,15.8
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,14.9
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,15.1
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,15.7
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,13.4
-102.68,22,CDRAG,AGS,La Codorniz Ags.,14.2
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,13.6
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,13.6
-102.28,22.15,PBLAG,AGS,PabellÛn Ags.,13.3
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,12.5
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,13.3
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,7.6
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,11.5
-102.37,21.78,NGRAG,AGS,El Ni·gara Ags.,13.8
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,12.1
-102.19,21.83,CLVAG,AGS,Calvillo Ags.,10.2
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,6.4
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,13.7
-102.36,21.97,UAALAPOSTA,AGS,Univ. AutÛnoma de Aguascalientes La Posta Ags. SGT*,13.5
-102.2,22.01,CHOAG,AGS,CaÒada Honda Ags.,12.6
-102,22.02,NVLAG,AGS,El Novillo Ags.,9.8
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,11.0
-102.59,22.18,ALMAG,AGS,Alamitos Ags.,8.3
-102.61,22.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,8.6
-102.32,21.7,MMAS,AGS,Aeropuerto Internacional de Aguascalientes Ags.*,14.1
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,21.4
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,17.9
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,14.0
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,18.6
-116.83,32.47,EFLBN,BC,El Florido B.C.,17.8
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,17.4
-116.3,32.52,HNGBN,BC,El Hongo B.C.,15.2
-114.73,32.7,PDMBN,BC,Presa derivadora Morelos B.C.,25.3
-115.27,32.39,MXCBN,BC,Mexicali B.C.,28.7
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,19.1
-114.73,32.7,ALGODONESob,BC,Observatorio de Algodones B.C. SMN*,26.9
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,27.0
-115.94,30.53,SQNBN,BC,San QuintÌn B.C. SMN*,18.0
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,27.9
-116.64,31.7,PTBBN,BC,Punta Banda B.C.,16.8
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,18.9
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,11.5
-114.97,32.06,ENCINAS,BC,Encinas Johnson Son. REMAS*,25.2
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,18.9
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,19.5
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,28.9
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,14.4
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo LeÛn B.C.,27.4
-116.68,32.54,PRTBN,BC,La Puerta B.C.,17.2
-115.46,32.67,MEXBN,BC,Mexicali B.C. SMN*,28.4
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,12.8
-116.6,31.89,PLZBN,BC,Presa LÛpez Zamora B.C. SMN*,18.9
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,18.1
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,27.2
-115.19,32.41,ENVOLEONob,BC,Observatorio de Ejido Nuevo LeÛn B.C. SMN*,26.2
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,28.5
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,25.4
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,25.4
