Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abal·, Yuc.",18.8
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",15.5
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",14.9
-92.8,16.55,ACACP,CHIS,"Acala, Chis.",19.6
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",24.9
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",15.2
-105.38,22.47,ACAPONETA,NAY,"Acaponeta, Nay. SMN*",16
-96.84,19.7,ACAVC,VER,"Acatl·n, Ver.",11.4
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",13.8
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",7.3
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",5.6
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",4
-100.71,20.03,ACNGJ,GTO,"Ac·mbaro, Gto.",12.1
-110.23,29.82,ACNSO,SON,"Aconchi, Son.",9.6
-98.91,19.64,ACOSE,MEX,"Acolman, MÈx. SGIRPC*",10.1
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",8
-106.65,24.05,ACTSI,SIN,"Acatit·n, Sin.",11.4
-96.59,19.5,ACTVC,VER,"Actopan, Ver.",19
-99.75,16.76,ACUGR,GRO,"Acapulco, Gro. SMN*",21.8
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",14
-98.06,18.28,ADOPB,PUE,"Acatl·n de Osorio, Pue.",24.2
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",12.2
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",17.3
-98.14,18.94,AFRPB,PUE,"¡fricam, Pue.",12.2
-116.2,32.27,AGHBN,BC,"Agua Hechicera, B.C.",2.2
-102.31,21.9,AGSAG,AGS,"Aguascalientes, Ags.",11.6
-107.48,28.48,AGZCH,CHIH,"Abraham Gonz·lez, Chih.",2.4
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",19.3
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",7
-102.44,21.6,AJJJL,JAL,"Ajoj˙car, Jal.",4.3
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",20
-100.01,25.27,AL2NL,NL,"Allende Dos, N. L.",14
-97.68,20.93,ALAVC,VER,"¡lamo Temapache, Ver.",20.2
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",6.8
-116.91,32.44,ALRBN,BC,"Abelardo L. RodrÌguez, B.C.",11.9
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",12.4
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",13.8
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",16.4
-99.65,19.48,ALZATE,MEX,"Alzate, MÈx. SGT*",4.6
-104.07,25.26,AM2DR,DGO,"AgustÌn Melgar, Dgo. SMN*",7.8
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",10.4
-99.38,18.6,AMCMR,MOR,"Amacuzac, Mor.",12.9
-98.77,18.76,AMIMR,MOR,"Amilcingo, Mor.",14.8
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",13.7
-92.78,16.4,ANGCP,CHIS,"Doctor Belisario DomÌnguez, Chis.",19.9
-100.13,27.24,ANHNL,NL,"An·huac, N.L.",15.7
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",11.7
-109.89,27.82,AOBSO,SON,"¡lvaro ObregÛn, Son.",16.9
-97.84,20.41,APAPB,PUE,"Apapantilla, Pue.",17.7
-104.49,26.23,APRDR,DGO,"Ing. BenjamÌn Ortega Cantero, Dgo.",10
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",12.5
-102.37,19.08,APTMC,MICH,"Apatzing·n, Mich.",18.1
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",8.8
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",12.7
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",11.4
-108.7,25.7,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",13.2
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",14.4
