Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abalá, Yuc.",12.9
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",8.4
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",13.0
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",15.8
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",21.9
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",14.4
-96.84,19.70,ACAVC,VER,"Acatlán, Ver.",9.7
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",9.3
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",-1.0
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",2.0
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",3.0
-100.71,20.03,ACNGJ,GTO,"Acámbaro, Gto.",5.6
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",4.1
-98.91,19.64,ACOSE,MEX,"Acolman, Méx. SGIRPC*",4.4
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",3.6
-106.65,24.05,ACTSI,SIN,"Acatitán, Sin.",9.8
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",15.4
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",7.4
-98.06,18.28,ADOPB,PUE,"Acatlán de Osorio, Pue.",10.6
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",6.6
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",13.3
-98.14,18.94,AFRPB,PUE,"Áfricam, Pue.",6.2
-100.61,19.58,AGOMC,MICH,"Agostitlán, Mich.",2.7
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",6.5
-107.48,28.48,AGZCH,CHIH,"Abraham González, Chih.",-3.0
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",4.7
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",14.2
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",10.7
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",1.5
-100.50,18.15,AJCGR,GRO,"Ajuchitlán, Gro.",17.1
-102.44,21.60,AJJJL,JAL,"Ajojúcar, Jal.",0.1
-99.21,19.27,AJMSE,CDMX,"Ajusco Medio, Cd. de Méx. SGIRPC*",10.0
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",13.9
