Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abal·, Yuc.",18.8
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",15.7
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",23.1
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",22.2
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",24.8
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",24.7
-105.38,22.47,ACAPONETA,NAY,"Acaponeta, Nay. SMN*",23.4
-96.84,19.70,ACAVC,VER,"Acatl·n, Ver.",10.8
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",14.2
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",9.0
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",13.3
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",11.0
-100.71,20.03,ACNGJ,GTO,"Ac·mbaro, Gto.",14.0
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",20.0
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",12.8
-103.59,20.42,ACTJL,JAL,"Acatl·n, Jal.",16.2
-106.65,24.05,ACTSI,SIN,"Acatit·n, Sin.",23.2
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",19.8
-99.75,16.76,ACUGR,GRO,"Acapulco, Gro. SMN*",23.8
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",21.8
-98.06,18.28,ADOPB,PUE,"Acatl·n de Osorio, Pue.",17.3
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",18.6
-98.14,18.94,AFRPB,PUE,"¡fricam, Pue.",10.3
-100.61,19.58,AGOMC,MICH,"Agostitl·n, Mich.",9.9
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",15.5
-107.48,28.48,AGZCH,CHIH,"Abraham Gonz·lez, Chih.",11.6
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",12.7
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",22.3
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",25.2
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",8.2
-102.44,21.60,AJJJL,JAL,"Ajoj˙car, Jal.",13.3
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",23.2
