Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abalá, Yuc.",18.9
-102.43,21.92,ABRAG,AGS,"Abelardo L. Rodríguez, Ags.",12.7
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",15.4
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",23.9
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",22.3
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",23.8
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",24.6
-96.84,19.70,ACAVC,VER,"Acatlán, Ver.",12.1
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",14.0
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",8.2
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",14.3
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",10.2
-100.71,20.03,ACNGJ,GTO,"Acámbaro, Gto.",14.3
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",22.9
-98.91,19.64,ACOSE,MEX,"Acolman, Méx. SGIRPC*",12.8
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",13.2
-106.65,24.05,ACTSI,SIN,"Acatitán, Sin.",23.1
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",20.1
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",25.1
-98.06,18.28,ADOPB,PUE,"Acatlán de Osorio, Pue.",17.6
-101.99,20.23,ADUMC,MICH,"Adjuntas, Mich.",11.6
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",14.9
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",18.0
-98.14,18.94,AFRPB,PUE,"Áfricam, Pue.",12.3
-100.61,19.58,AGOMC,MICH,"Agostitlán, Mich.",10.1
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",15.6
-107.48,28.48,AGZCH,CHIH,"Abraham González, Chih.",13.2
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",11.9
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",23.5
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",25.6
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",7.3
-100.50,18.15,AJCGR,GRO,"Ajuchitlán, Gro.",17.4
-102.44,21.60,AJJJL,JAL,"Ajojúcar, Jal.",14.0
-99.21,19.27,AJMSE,CDMX,"Ajusco Medio, Cd. de Méx. SGIRPC*",13.4
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",23.3
-99.16,19.15,AJUSE,CDMX,"Ajusco, Cd. de Méx. SGIRPC*",7.9
-100.01,25.27,AL2NL,NL,"Allende Dos, N. L.",21.1
-107.38,25.09,AL2SI,SIN,"El Varejonal hidrométrica, Sin.",21.7
-97.68,20.93,ALAVC,VER,"Álamo Temapache, Ver.",23.6
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",8.7
-116.91,32.44,ALRBN,BC,"Abelardo L. Rodríguez, B.C.",18.2
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",26.4
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",9.9
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",16.8
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",13.5
-99.38,18.60,AMCMR,MOR,"Amacuzac, Mor.",16.7
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",25.2
-92.78,16.40,ANGCP,CHIS,"Doctor Belisario Domínguez, Chis.",20.6
-100.13,27.24,ANHNL,NL,"Anáhuac, N.L.",25.3
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",13.7
-109.89,27.82,AOBSO,SON,"Álvaro Obregón, Son.",26.0
-97.85,20.41,APAPB,PUE,"Apapantilla, Pue.",21.5
-104.49,26.23,APRDR,DGO,"Ing. Benjamín Ortega Cantero, Dgo.",18.8
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",14.7
-102.37,19.08,APTMC,MICH,"Apatzingán, Mich.",21.2
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",21.8
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",20.2
-99.22,19.57,ARBMX,MEX,"Las Arboledas, Méx.",12.0
-108.70,25.70,ARCSI,SIN,"Adolfo Ruíz Cortínes, Sin.",25.5
-109.11,27.23,ARCSO,SON,"Adolfo Ruíz Cortínes, Son.",24.7
-95.44,18.58,ARCVC,VER,"Ángel Rosario Cabada, Ver.",23.2
-109.09,30.07,ARISO,SON,"Aribabi, Son.",17.1
-93.90,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",17.8
-99.82,24.10,ARRNL,NL,"Aramberri, N.L.",19.2
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",15.7
-99.91,24.32,ASCNL,NL,"La Ascensión, N.L.",12.5
-101.63,20.50,ATBGJ,GTO,"Agua Tibia, Gto.",14.4
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",22.2
-98.91,19.54,ATEMX,MEX,"Atenco, Méx.",10.7
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",12.2
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",9.5
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",15.4
-99.87,19.78,ATPMX,MEX,"Atlacomulco Prepa., Méx.",9.1
-103.09,20.40,ATQJL,JAL,"Atequiza, Jal.",15.8
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",13.1
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",23.4
-97.88,20.39,AVCPB,PUE,"Ávila Camacho, Pue.",23.5
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",23.5
-99.10,16.95,AYUGR,GRO,"Ayutla, Gro.",20.0
-107.26,28.77,BACCH,CHIH,"Bachíniva, Chih.",14.0
-96.72,17.07,BAEOX,OAX,"Base Aérea, Oax.",15.8
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",25.8
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",10.4
-100.41,20.50,BATQT,QRO,"El Batán, Qro.",15.1
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",14.9
-110.24,30.60,BCNSO,SON,"Bacanuchi, Son.",19.5
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",19.4
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",16.0
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",23.2
-98.11,18.91,BDDPB,PUE,"Manuel Ávila Camacho, Pue.",9.9
-107.54,25.33,BDRSI,SIN,"Badiraguato, Sin.",23.3
-89.22,19.88,BECYC,YUC,"Becanchén, Yuc.",23.3
-99.16,19.37,BJUSE,CDMX,"Benito Juárez, Cd. de Méx. SGIRPC*",14.3
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",23.9
-103.78,21.83,BLNJL,JAL,"Bolaños, Jal.",18.9
-110.22,30.00,BNMSO,SON,"Banamichi, Son.",22.1
-89.74,20.00,BOLCA,CAMP,"Bolonchén, Camp.",23.6
-93.15,16.64,BOQCP,CHIS,"Boquerón, Chis.",21.4
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",20.3
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",23.9
-96.93,19.48,BRIVC,VER,"Briones, Ver.",13.8
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",15.6
-99.22,24.10,BRRTP,TAMP,"El Barretal, Tamps.",22.3
-102.18,21.74,BRTAG,AGS,"San Bartolo, Ags.",9.1
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",12.5
-102.95,22.82,BTEZC,ZAC,"Ramón López Velarde, Zac.",14.0
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",22.8
-107.90,27.90,BTVCH,CHIH,"Batovira, Chih.",8.0
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",20.6
-99.40,18.46,BVSGR,GRO,"Buena Vista, Gro.",15.4
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",22.5
-92.72,15.35,CACCP,CHIS,"Cacaluta, Chis.",21.5
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",18.6
-104.70,24.00,CAGDR,DGO,"Campo Agrícola, Dgo.",14.6
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",22.6
-99.70,19.33,CALMX,MEX,"Calixtlahuaca, Méx.",8.4
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",23.0
-90.58,19.30,CANCA,CAMP,"Canasayab, Camp.",22.6
-100.27,25.80,CANNL,NL,"El Canadá, N.L.",24.2
-86.82,21.16,CANQR,QROO,"Cancún, Q. Roo.",27.2
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",23.2
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",24.0
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",26.1
