Lon,Lat,Clave,Edo,Est,Tmin
-101.51,20.43,ABSGJ,GTO,ABASOLO,16.2
-98.38,24.06,ABSTP,TAMPS,ABASOLO,24.0
-116.9,32.44,ALRBN,BC,ABELARDO L. RODRIGUEZ,15.3
-97.97,20.17,ACJPB,PUE,ACAJETE                           *,11.3
-92.8,16.55,ACACP,CHIS,ACALA,22.3
-100.71,20.03,ACNGJ,GTO,ACAMBARO,15.1
-99.75,16.76,76805,GRO,ACAPULCO,24.2
-99.9,16.84,ACAGR,GRO,ACAPULCO,23.1
-96.84,19.7,ACAVC,VER,ACATLAN,12.4
-103.23,22.33,ACHZC,ZAC,ACHIMEC,15.1
-110.21,30,ACNSO,SON,ACONCHI,21.9
-98.94,20.26,ACTHD,HGO,ACTOPAN,12.5
-96.58,19.49,ACTVC,VER,ACTOPAN,21.8
-108.7,25.7,ARCSI,SIN,ADOLFO RUIZ CORTINEZ,21.1
-99.5,17.5,AERGR,GRO,AEROPUERTO,18.6
-100.93,25.55,ARACL,COAH,AEROPUERTO DE RAMOS ARIZPE,18.3
-104.48,26.23,APRDR,DGO,AGUA PUERCA,19.2
-101.62,20.49,ATBGJ,GTO,AGUA TIBIA,14.9
-102.29,21.85,76571,AGS,AGUASCALIENTES,16.0
-102.3,21.89,AGSAG,AGS,AGUASCALIENTES,16.4
-104.07,25.26,AM2DR,DGO,AGUSTIN MELGAR (EHCA),17.2
-98.14,20.03,AHUPB,PUE,AHUAZOTEPEC,8.5
-97.41,19.45,ACHPB,PUE,ALCHICHICA,10.2
-100.84,28.33,ADLCL,COAH,ALLENDE,25.5
-111.83,30.71,76113,SON,ALTAR,21.8
-111.73,30.71,ALTSO,SON,ALTAR,22.0
-97.23,19.76,ALTVC,VER,ALTOTONGA,11.2
-107.46,25.03,AWSSI,SIN,ANDREW WEISS,23.2
-92.75,16.44,ANGCP,CHIS,ANGOSTURA,20.6
-97.84,20.41,APAPB,PUE,APAPANTILLA,22.1
-102.27,19.08,APTMC,MICH,APATZINGAN                          *,21.4
-93.9,16.24,76840,CHIS,ARRIAGA,22.7
-93.89,16.24,AROCP,CHIS,ARRIAGA METEOROLÓGICO,22.6
-98.4,18.9,ATXPB,PUE,ATLIXCO,13.3
-103.46,21.81,ATGZC,ZAC,ATOLINGA,12.1
-107.91,25.85,GD2SI,SIN,BACURATO (HIDRO) P.GUSTAVO DÍAZ ORDAZ,23.2
-98.16,18.89,BDDPB,PUE,BALCON DEL DIABLO,10.7
-98.95,21.74,BLMSL,SLP,BALLESMI,23.8
-96.72,17.07,BAEOX,OAX,BASE AEREA,15.5
-104.05,19.91,BBAJL,JAL,BASILIO BADILLO,14.2
-107.72,27.03,BTPCH,CHIH,BATOPILAS,24.7
-89.25,19.83,BECYC,YUC,BECANCHEN,23.2
-91.48,17.43,BDCTB,TAB,BOCA DEL CERRO,23.1
-91.48,17.42,BOCADELCERRO,TAB,BOCA DEL CERRO,23.4
-97.93,22.39,BALTP,TAMPS,BOMBAS ALTAMIRA,25.1
-93.15,16.64,BOQCP,CHIS,BOQUERON,20.4
-95.93,16.65,BOQOX,OAX,BOQUILLA 1,20.7
-96.93,19.48,BRIVC,VER,BRIONES,14.9
-103.61,19.24,BVSCM,COL,BUENAVISTA,21.0
-99.2,18.2,BVSGR,GRO,BUENAVISTA,16.1
-98.19,19.04,CNAPB,PUE,C.N.A.,13.2
-105.06,20.03,CPEJL,JAL,CAJON DE PE¤A,24.8
-103.63,18.81,CLLCM,COL,CALLEJONES,24.3
-102.41,22.14,PECAG,AGS,CALLES,14.2
-99.12,19.53,CEADF,DF,CAMPAMENTO AMEALCO,12.9
-90.5,19.83,76695,CAMP,CAMPECHE,23.8
-90.54,19.83,CMPCA,CAMP,CAMPECHE,23.4
-90.54,19.83,COBCA,CAMP,CAMPECHE OBSERVATORIO,23.9
-104.7,24,CAGDR,DGO,CAMPO AGRICOLA,14.8
-90.72,19.36,CANCA,CAMP,CANASAYAB,23.3
-104.75,24.5,CNTDR,DGO,CANATLAN,11.2
-86.82,21.15,CANQR,QROO,CANCUN,25.9
-91.04,18.18,CNDCA,CAMP,CANDELARIA,22.0
-96.37,19.36,CRDVC,VER,CARDEL,23.2
-93.41,17.8,CARTB,TAB,CARDENAS,24.4
-88.04,19.57,FCRQR,QROO,CARRILLO PUERTO,24.0
-107.9,30.5,CAGCH,CHIH,CASAS GRANDES,17.2
-92.47,16.3,CASCP,CHIS,CASCAJAL,20.4
-105.17,27.69,CCOCH,CHIH,CD. CAMARGO,18.0
-111.65,25.01,76402,BCS,CD. CONSTITUCIÓN,16.2
-105.46,28.2,CDLCH,CHIH,CD. DELICIAS,21.6
-109.92,27.48,76258,SON,CD. OBREGON,22.9
-99.01,21.98,CDVSL,SLP,CD. VALLES,23.3
-99.17,23.75,76491,TAMPS,CD. VICTORIA,22.6
-97.94,18.96,CEMPB,PUE,CEMEX,11.2
-99.2,19.4,76680,DF,CENTRAL TACUBAYA,13.7
-96.26,18.01,CDOOX,OAX,CERRO DE ORO (MADRID),22.1
-103.72,18.75,CDOCM,COL,CERRO DE ORTEGA,23.9
-90.71,19.36,CHMCA,CAMP,CHAMPOTON,23.7
-88.3,18.48,76750,QROO,CHETUMAL,24.4
-88.32,18.49,CHOQR,QROO,CHETUMAL,24.4
-94.82,16.58,CHIOX,OAX,CHICAPA,24.8
-93.1,16.93,CHICP,CHIS,CHICOASEN,21.7
