Lon,Lat,Clave,Edo,Est,Tmin
-98.37,24.05,ABASOLO,TAMPS,Abasolo Tamps. SGT*,23.28
-111.23,28.9,ABEJAS,SON,Abejas Son. REMAS*,14.36333333
-101.54,20.45,ABSGJ,GTO,Abasolo Gto.,17.24682903
-98.39,24.07,ABSTP,TAMPS,Abasolo Tamps.,22.57222222
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,27.29411765
-105.35,22.49,ACANR,NAY,Acaponeta Nay.,20.30434783
-105.38,22.47,ACAPONETA,NAY,Acaponeta Nay. SMN*,19.92857143
-97.42,19.45,ACHPB,PUE,Alchichilca Pue.,9.293103448
-103.23,22.33,ACHZC,JAL,Achimec Jal.,11.43333333
-97.93,19.06,ACJPB,PUE,Acajete Pue.,9.620689655
-100.71,20.03,ACNGJ,GTO,Ac·mbaro Gto.,14.74193548
-110.23,29.82,ACNSO,SON,Aconchi Son.,12.78571429
-98.94,20.27,ACTHD,HGO,Actopan Hgo.,10.7
-103.59,20.42,ACTJL,JAL,Acatl·n Jal.,13
-96.59,19.5,ACTVC,VER,Actopan Ver.,23.11111111
-98.06,18.28,ADOPB,PUE,Acatl·n de Osorio Pue.,18.64516129
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,14.52
-99.52,17.58,AERGR,GRO,Observatorio de Chilpancingo Aeropuerto Gro.,19.155
-100.52,18.08,AFIGR,GRO,AndrÈs Figueroa Gro.,24.11904762
-98.14,18.94,AFRPB,PUE,¡fricam Pue.,13.31034483
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,5.214285714
-99.08,19.4,AGOSE,CDMX,AgrÌcola Oriental Cd. de MÈx. SGIRPC*,14.87272727
-109.56,31.24,AGUAPRIETA,SON,km 9 Ejido Agua Prieta Son. REMAS*,7.658064516
-107.48,28.48,AGZCH,CHIH,Abraham Gonz·lez Chih.,5.0625
-97.92,18.85,AHAPB,PUE,Ahuatepec Pue.,12.46153846
-109.18,25.92,AHMSI,SIN,Ahome Sin.,17.53125
-98.15,20.03,AHUPB,PUE,Ahuazontepec Pue.,7.428571429
-102.44,21.6,AJJJL,JAL,Ajoj˙car Jal.,9.588235294
-99.21,19.27,AJMSE,CDMX,Ajusco Medio Cd. de MÈx. SGIRPC*,8.969565217
-98.56,21.97,AJTSL,SLP,Las Adjuntas S.L.P.,21.46090909
-99.44,18.86,ALAMEDA1,MEX,Alameda 1 MÈx. FENIX*,17.73888889
-108.94,27.02,ALAMOSCEA,SON,¡lamos Son. REMAS*,17.23225806
-97.68,20.93,ALAVC,VER,¡lamo Temapache Ver.,22.57894737
-109.13,27.47,ALGODONES,SON,Los Algodones Son. REMAS*,16.99677419
-111.21,30.79,ALMAS,SON,Las Palmas Son. REMAS*,9.577419355
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,12.26666667
-111.73,30.72,ALTSO,SON,Observatorio de Altar Son.,14.18181818
-97.23,19.76,ALTVC,VER,Altotonga Ver.,11.68
