Lon,Lat,Clave,Edo,Est,Tmin,,
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,11.2,,
-109.71,23.12,SJCBS,BCS,San JosÈ del Cabo B.C.S.,13.3,,
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,12.4,,
-109.71,23.49,SNTBS,BCS,Santiago B.C.S.,6.9,,
-109.59,23.59,RBRBS,BCS,La Ribera B.C.S.,11.4,,
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,14.7,,
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,10.0,,
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,8.9,,
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,11.0,,
-110,24.08,SARBS,BCS,El Sargento B.C.S.,12.1,,
-113.46,27.64,DORBS,BCS,DÌaz Ordaz B.C.S.,3.9,,
-114.05,27.96,GNGBS,BCS,Guerrero Negro B.C.S.,9.8,,
-111.98,26.9,MLGBS,BCS,MulegÈ B.C.S.,8.0,,
-110,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,9.2,,
-110.37,24.15,LPZBS,BCS,Observatorio de La Paz B.C.S.,13.6,,
-111.66,25.01,CCNBS,BCS,Observatorio de Ciudad ConstituciÛn B.C.S.,9.1,,
-111.35,26.01,LRTBS,BCS,Observatorio de Loreto B.C.S.,12.1,,
-112.27,27.34,SRLBS,BCS,Observatorio de Santa RosalÌa B.C.S.,11.2,,
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo DÌçaz Ordaz B.C.S. SMN*,8.6,,
-109.72,23.14,MMSD,BCS,Aeropuerto Internacional de Los Cabos B.C.S.*,13.5,,
-110.37,24.08,MMLP,BCS,Aeropuerto Internacional de La Paz B.C.S.*,10.4,,
-111.35,25.99,MMLT,BCS,Aeropuerto Internacional de Loreto B.C.S.*,15.9,,
-109.42,23.45,CPULMO,BCS,Cabo Pulmo B.C.S. SMN*,17.7,,
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,13.6,,
-111.83,24.48,PCORTESMAR,BCS,Puerto CortÈs B.C.S. SEMAR*,15.6,,
-109.94,22.95,MMSL,BCS,AerÛdromo Internacional de Cabo San Lucas B.C.S.,14.8,,
-112.1,27.09,STAROSALIAMAR,BCS,Santa RosalÌa B.C.S. SEMAR*,14.3,,
-114.02,27.98,UABCSCGNJ,BCS,UABCS Campus Guerrero Negro B.C.S. JCAS*,8.3,,
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,18.6,,
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,19.9,,
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,20.4,,
-90.74,18.6,ESCCA,CAMP,Esc·rcega Camp.,21.5,,
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,22.6,,
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,19.2,,
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,19.4,,
-90.72,19.36,CHMCA,CAMP,ChampotÛn Camp.,21.3,,
-90.22,19.61,NYXCA,CAMP,Noh-YaxchÈ Camp.,19.1,,
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,17.5,,
-90.54,19.84,CMPCA,CAMP,Campeche Camp.,21.0,,
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,19.9,,
-90.11,20.18,HECCA,CAMP,Hecelchak·n Camp.,20.3,,
-90.82,18.06,MONCLOVACAMP,CAMP,Monclova Camp. SMN*,23.8,,
-91.8,18.65,MMCE,CAMP,Aeropuerto Internacional de Ciudad del Carmen Camp.*,22.8,,
-90.5,19.81,MMCP,CAMP,Aeropuerto Internacional de Campeche Camp.*,19.7,,
-89.89,18.36,CALCA,CAMP,Calakmul Camp. SMN*,19.8,,
-90.31,19.01,YOHALTUM,CAMP,Yohalt˙n Camp. SMN*,18.7,,
-89.74,20,BOLCA,CAMP,BolonchÈn Camp.,20.3,,
-92.1,18.25,PALIZADACA,CAMP,Palizada Camp. SMN*,21.1,,
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,18.9,,
-99.2,19.3,DATDF,CDMX,DesviaciÛn Alta Cd. de MÈx.,8.9,,
-99.08,19.47,SJADF,CDMX,San Juan de AragÛn Cd. de MÈx.,7.6,,
-99.14,19.52,CEADF,CDMX,Campamento Amealco Cd. de MÈx.,8.9,,
-99.2,19.27,ECOGUARDAS,CDMX,Ecoguardas Ajusco Cd. de MÈx. SMN*,6.5,,
-99.1,19.39,TEZDF,CDMX,Tezontle Cd. de MÈx. SMN*,12.8,,
-99.2,19.41,CTMDF,CDMX,Observatorio de Tacubaya Cd. de MÈx.,9.9,,
-99.09,19.48,GCNDF,CDMX,km 6+250 Cd. de MÈx.,5.5,,
-99.07,19.44,MMMX,CDMX,Aeropuerto Internacional de la Ciudad de MÈxico Cd. de MÈx.*,9.8,,
-99.26,19.36,SFESE,CDMX,Santa Fe Cd. de MÈx. SGIRPC*,9.2,,
-99.16,19.35,ENP6,CDMX,Escuela Nacional Preparatoria 6 Cd. de MÈx. UNAM*,10.2,,
-99.1,19.39,ENP2,CDMX,Escuela Nacional Preparatoria 2 Cd. de MÈx. UNAM*,11.0,,
-99.2,19.31,CCHS,CDMX,Colegio de Ciencias y Humanidades Sur Cd. de MÈx. UNAM*,9.1,,
-99.2,19.4,ENP4,CDMX,Escuela Nacional Preparatoria 4 Cd. de MÈx. UNAM*,11.5,,
-99.2,19.5,CCHA,CDMX,Colegio de Ciencias y Humanidades Azcapotzalco Cd. de MÈx. UNAM*,8.1,,
-99.06,19.38,CCHO,CDMX,Colegio de Ciencias y Humanidades Oriente Cd. de MÈx. UNAM*,9.8,,
-99.19,19.42,MDELREY,CDMX,Molino del Rey Cd. de MÈx SMN*,8.9,,
-99.12,19.27,ENP1,CDMX,Escuela Nacional Preparatoria 1 Cd. de MÈx. UNAM*,10.4,,
-99.16,19.15,AJUSE,CDMX,Ajusco Cd. de MÈx. SGIRPC*,6.1,,
-99.19,19.37,ENP8,CDMX,Escuela Nacional Preparatoria 8 Cd. de MÈx. UNAM*,9.1,,
-99.14,19.48,CCHV,CDMX,Colegio de Ciencias y Humanidades Vallejo Cd. de MÈx. UNAM*,9.8,,
-99.09,19.48,ENP3,CDMX,Escuela Nacional Preparatoria 3 Cd. de MÈx. UNAM*,10.1,,
-107.88,26.87,IGNCH,CHIH,San Ignacio Chih.,9.7,,
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,12.3,,
-107.91,27.22,URECH,CHIH,Urique Chih.,9.8,,
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,3.8,,
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,4.0,,
-107.48,28.48,AGZCH,CHIH,Abraham Gonz·lez Chih.,-4.5,,
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,3.7,,
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,-3.3,,
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,1.3,,
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,-1.7,,
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,-0.9,,
-106.4,31.74,CJZCH,CHIH,Ciudad Ju·rez Chih.,3.5,,
-106.77,26.23,CHNCH,CHIH,Chinat˙ Chih. SMN*,-2.9,,
-107.07,26.82,GCCCH,CHIH,Guachochi Chih. SMN*,-2.6,,
-104.91,27.11,JIMENEZCHIH,CHIH,JimÈnez Chih. SMN*,0.1,,
-108.54,27.39,CHICH,CHIH,ChÌnipas Chih. SMN*,4.5,,
-107.63,27.75,CRLCH,CHIH,Creel Chih.,-3.8,,
-107.99,27.86,MAGCH,CHIH,Maguarichi Chih. SMN*,5.2,,
-106.84,28.4,CDCUAUHTEMOC,CHIH,Ciudad CuauhtÈmoc Chih. SMN*,2.4,,
-106.49,28.8,MAJALCA,CHIH,Cumbres de Majalca Chih. SMN*,-5.2,,
-108.43,30.84,JANOS,CHIH,Janos Chih. SMN*,-0.5,,
-105.68,26.92,PRRCH,CHIH,Observatorio de Parral Chih.,3.6,,
-107.85,28.95,TMCCH,CHIH,Observatorio de TemÛsachic Chih.,-5.3,,
-107.93,30.38,CAGCH,CHIH,Observatorio de Nuevo Casas Grandes Chih.,0.5,,
-105.97,28.7,MMCU,CHIH,Aeropuerto Internacional de Chihuahua Chih.*,1.6,,
-106.44,31.64,MMCS,CHIH,Aeropuerto Internacional de Ciudad Ju·rez Chih.*,2.7,,
-107.9,27.9,BTVCH,CHIH,Batovira Chih.,-4.3,,
-106.39,26.47,ELVERGELSMN,CHIH,El Vergel Chih. SMN*,-3.3,,
-106.5,30.62,VILLAAHUMADA,CHIH,Villa Ahumada Chih. SMN*,-3.0,,
-104.47,29.53,OJINAGASMN,CHIH,Ojinaga Chih. SMN*,-1.0,,
-105.38,27.58,COLINA,CHIH,Colina Chih. SGT*,0.2,,
-106.45,31.76,CILANORTE,CHIH,CILA Norte Chih. SGT*,2.6,,
-105.63,28.17,FIMCH,CHIH,Francisco I. Madero Chih.,3.7,,
-105.28,28.98,LLNCH,CHIH,Ing. Luis L. LeÛn Chih.,3.2,,
-105.69,26.93,PARRALJ,CHIH,Parral Chih. JCAS*,4.8,,
-106.35,26.95,BALLEZAJ,CHIH,Balleza Chih. JCAS*,1.6,,
-104.9,27.12,JIMENEZJ,CHIH,JimÈnez Chih. JCAS*,1.9,,
-108.28,27.28,TEMORISJ,CHIH,TÈmoris Chih. JCAS*,4.7,,
-106.11,27.96,SATEVOJ,CHIH,SatevÛ Chih. JCAS*,1.9,,
-107.6,27.97,SANJUANITOJ,CHIH,San Juanito Chih. JCAS*,-5.4,,
-106.4,28.34,SANTAISABELJ,CHIH,Santa Isabel Chih. JCAS*,-0.4,,
-106.1,28.62,CHIHPOTB,CHIH,Chihuahua Potabilizadora Chih. JCAS*,5.3,,
-106.08,28.64,CHIHJCAS,CHIH,Chihuahua JCAS Chih. JCAS*,4.7,,
-106.08,28.68,CHIHPCIVIL,CHIH,Chihuahua PCivil Chih. JCAS*,3.3,,
-105.91,28.84,ALDAMAJ,CHIH,Aldama Chih. JCAS*,3.8,,
-107.83,28.95,TEMOSACHIJ,CHIH,TemÛsachi Chih. JCAS*,-5.4,,
-103.91,29.11,MBENAVIDESJ,CHIH,Manuel Benavides Chih. JCAS*,3.6,,
-107.39,29.18,ELTERREROJ,CHIH,El Terrero Chih. JCAS*,-0.6,,
-108.14,29.19,MADERAJ,CHIH,Madera Chih. JCAS*,-3.3,,
-105.09,29.46,COYAMEJ,CHIH,Coyame Chih. JCAS*,2.2,,
-104.41,29.57,OJINAGAJ,CHIH,Ojinaga Chih. JCAS*,2.5,,
-106.51,30.62,AHUMADAJ,CHIH,Ahumada Chih. JCAS*,0.3,,
-108,31.09,ASCENCIONJ,CHIH,AscensiÛn Chih. JCAS*,0.9,,
-106.01,31.37,PRAXEDISJ,CHIH,Pr·xedis Chih. JCAS*,0.5,,
-106.75,31.72,CONEJOSJ,CHIH,Ju·rez Conejos MÈdanos Chih. JCAS*,1.0,,
-106.53,31.73,DONBOSCOJ,CHIH,Don Bosco Chih. JCAS*,3.8,,
-106.43,31.74,IIT01J,CHIH,Instituto de IngenierÌa y TecnologÌa 01 Chih. JCAS*,4.2,,
-107.63,31.77,PALOMASJ,CHIH,Palomas Chih. JCAS*,0.9,,
-107.64,27.75,CREELJ,CHIH,Creel Chih. JCAS*,-3.7,,
-92.4,15,HUECP,CHIS,Huehuet·n Chis.,22.3,,
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,21.2,,
-92.58,15.2,DESCP,CHIS,Despoblado Chis.,20.9,,
-92.67,15.32,ESCCP,CHIS,Escuintla Chis.,20.2,,
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,21.3,,
-92.95,15.5,ELNCP,CHIS,El Novillero Chis.,21.3,,
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,15.9,,
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,15.9,,
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,15.8,,
-92.72,15.87,JAPCP,CHIS,Jaltenango Chis.,16.1,,
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,21.2,,
-92.67,15.92,REFCP,CHIS,Reforma Chis.,13.8,,
-93.08,16.16,REVCP,CHIS,RevoluciÛn Mexicana Chis.,15.5,,
-92.1,16.2,COOCP,CHIS,Observatorio de Comit·n Chis.,12.7,,
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,15.5,,
-92.78,16.4,ANGCP,CHIS,Doctor Belisario DomÌnguez Chis.,17.7,,
-92.8,16.55,ACACP,CHIS,Acala Chis.,17.6,,
-90.7,16.58,LACCP,CHIS,Lacant˙n Chis.,19.4,,
-93.15,16.64,BOQCP,CHIS,BoquerÛn Chis.,18.1,,
-92.63,16.73,SCOCP,CHIS,Observatorio de San CristÛbal Chis.,7.5,,
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla GutiÈrrez Chis.,18.4,,
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,19.1,,
-92.82,16.94,SNACP,CHIS,Santa MarÌa Chis.,18.5,,
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,20.5,,
-93.12,16.98,GRICP,CHIS,Grijalva Chis.,17.9,,
-93.33,17.12,YAMCP,CHIS,YamonhÛ Chis.,18.3,,
-93.6,17.18,MALCP,CHIS,NezahualcÛyotl Chis.,20.9,,
-93.38,17.42,SAYCP,CHIS,Sayula Chis.,19.9,,
-93.46,17.45,PENCP,CHIS,¡ngel Albino Corzo Chis.,21.3,,
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,19.3,,
-92.62,16.74,SCRCP,CHIS,Puente Morelos Chis.,6.7,,
-92.33,15.17,FHACP,CHIS,Finca Hamburgo Chis.,17.7,,
-92.81,15.66,ELTRIUNFO,CHIS,El Triunfo Chis. SMN*,8.5,,
-91.73,16.11,LMONTEBELLO,CHIS,Lagunas de Montebello Chis. SMN*,13.9,,
-93.08,17.56,SJOCP,CHIS,San JoaquÌn Chis.,19.5,,
-93.02,16.56,MMTG,CHIS,Aeropuerto Internacional de Tuxtla GutiÈrrez Chis.*,16.6,,
-92.48,15.35,FPZCP,CHIS,Finca la Paz Chis.,17.7,,
-92.76,15.07,LAENCRUCIJADA,CHIS,La Encrucijada Chis. SGT*,21.6,,
-93.56,16.7,LFLCP,CHIS,Las Flores Chis.,16.1,,
-92.9,16,JSBCP,CHIS,Juan Sabines Chis.,17.0,,
-92.37,14.79,MMTP,CHIS,Aeropuerto Internacional de Tapachula Chis.*,22.3,,
-92.72,15.35,CACCP,CHIS,Cacaluta Chis.,20.8,,
-92.15,15.09,VTACANA,CHIS,Volc·n Tacan· Chis. SMN*,17.9,,
-91.99,17.53,PLQCP,CHIS,Palenque Chis. SMN*,20.3,,
-93.27,16.23,VIFCP,CHIS,Villaflores Chis.,17.9,,
-92.26,14.91,TAPCP,CHIS,Tapachula Chis.,22.8,,
-92.25,15.36,CREDMOTOZINTLA,CHIS,Cred Motozintla Chis. SMN*,14.3,,
-93.08,16.17,CREDREVOLUCIONM,CHIS,Cred RevoluciÛn Mexicana Chis. SMN*,16.5,,
-92.91,17.18,UNIVERSIDADLIND,CHIS,Universidad Lindavista Chis. SMN*,12.3,,
-93.9,16.24,AROCP,CHIS,Observatorio de Arriaga Chis.,23.6,,
-91.52,16.81,MAZULES,CHIS,Montes Azules Chis. SMN*,15.2,,
-92.02,17.53,MMPQ,CHIS,Aeropuerto Internacional de Palenque Chis,21.0,,
-93.86,16.06,PAREDONMAR,CHIS,ParedÛn Chis. SEMAR*,22.2,,
-93.91,16.24,CREDARRIAGA,CHIS,Cred Arriaga Chis. SMN*,23.5,,
-92.14,16.22,CREDCOMITAN,CHIS,Cred Comitan Chis. SMN*,13.1,,
-93.74,16.67,CREDCINTALAPA,CHIS,Cred Cintalapa Chis. SMN*,17.5,,
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,7.0,,
-101.02,25.38,STOCL,COAH,Saltillo Coah.,6.1,,
-103.45,25.54,TORCL,COAH,Observatorio de TorreÛn Coah.,7.7,,
-103.47,25.54,CYTCL,COAH,Coyote Coah.,8.2,,
-100.93,25.56,ARACL,COAH,Ramos Arizpe Aeropuerto Coah.,6.3,,
-102.98,25.76,SPECL,COAH,San Pedro Coah.,4.9,,
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,4.2,,
-101.12,27.85,SBNCL,COAH,Sabinas Coah.,3.9,,
-100.95,29.03,SMGCL,COAH,San Miguel Coah.,4.5,,
-100.95,29.33,CDACL,COAH,Ciudad AcuÒa Coah.,3.0,,
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,4.0,,
-101.02,25.38,SALCL,COAH,Observatorio de Saltillo Coah.,6.1,,
-100.95,27.52,VCARRANZA,COAH,Venustiano Carranza Coah. SMN*,5.6,,
-101.33,27.92,NUEVAROSITA,COAH,Nueva Rosita Coah. SMN*,2.5,,
-100.92,25.44,ESLCL,COAH,SecretarÌa de Agricultura Saltillo Coah.,6.3,,
-101.42,26.91,MCVCL,COAH,Observatorio de Monclova Coah.,7.1,,
-100.53,28.71,PNGCL,COAH,Observatorio de Piedras Negras Coah.,4.6,,
-101.12,29.15,CBRCL,COAH,Cabeceras Coah.,2.8,,
-100.93,25.55,MMIO,COAH,Aeropuerto Internacional de Saltillo Coah.*,7.3,,
-103.4,25.56,MMTC,COAH,Aeropuerto Internacional de TorreÛn Coah.*,8.9,,
-101.46,26.95,MMMV,COAH,Aeropuerto Internacional Venustiano Carranza Coah.*,7.7,,
-100.54,28.63,MMPG,COAH,Aeropuerto Internacional de Piedras Negras Coah.*,5.3,,
-100.66,26.84,CDLCL,COAH,Candela Coah.,6.4,,
-102.06,26.98,CCGCL,COAH,Cuatro CiÈnegas Coah.,4.8,,
-101.21,28.4,SANTACECILIA,COAH,Santa Cecilia Coah. SMN*,2.5,,
-100.84,28.34,ADLCL,COAH,Allende Coah.,3.6,,
-101.02,25.38,SALTILLOob,COAH,Observatorio de Saltillo Coah. SMN*,6.0,,
-103.87,19.17,LAECM,COL,La Esperanza Col.,14.5,,
-103.73,18.76,CDOCM,COL,Cerro de Ortega Col.,17.9,,
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,19.1,,
-103.87,18.91,TCMCM,COL,Tecom·n Col.,18.0,,
-103.8,19.21,CQMCM,COL,Coquimatl·n Col.,18.4,,
-103.73,19.22,LPSCM,COL,La Posta Col.,17.3,,
-104.1,18.94,RDRCM,COL,Radar Col.,20.3,,
-103.81,19.33,PNTCM,COL,PeÒitas Col.,18.5,,
-103.6,19.32,CUACM,COL,CuauhtÈmoc Col.,17.3,,
-104.32,19.04,MNZCM,COL,Observatorio de Manzanillo Col.,22.5,,
-103.88,19.11,DJLCM,COL,Presa derivadora Jala Col.,16.4,,
-103.61,19.25,BVSCM,COL,Buenavista Col.,15.1,,
-104.56,19.15,MMZO,COL,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,20.8,,
-103.58,19.28,MMIA,COL,Aeropuerto Nacional de Colima Col.*,19.5,,
-110.95,18.73,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,21.3,,
-103.73,19.23,COLIMAob,COL,Observatorio de Colima Col. SMN*,17.0,,
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,0.9,,
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,5.7,,
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,3.9,,
-104.67,24.03,DRGDR,DGO,Durango Dgo.,4.1,,
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,3.2,,
-104.75,24.5,CNTDR,DGO,Canatl·n Dgo.,0.8,,
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,3.6,,
-103.7,24.87,CNCDR,DGO,CuencamÈ Dgo.,9.8,,
-105.42,25.04,SPPDR,DGO,Santiago Papasquiaro Dgo.,2.9,,
-105.44,25.22,SACDR,DGO,SalomÈ Acosta Dgo.,-1.7,,
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,6.2,,
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,5.8,,
-103.85,25.82,MPMDR,DGO,MapimÌ Dgo.,4.4,,
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,0.7,,
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,-1.8,,
-104.66,24.2,PAGDR,DGO,PeÒa del ¡guila Dgo.,4.0,,
-104.28,25.08,SLCDR,DGO,San Luis del Cordero Dgo.,2.3,,
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,2.5,,
-104.92,24.8,GUADR,DGO,GuatimapÈ Dgo.,-4.5,,
-104.25,23.39,MICHILIA,DGO,La Michilia Dgo. SMN*,-2.8,,
-105.47,24.19,LVEDR,DGO,Las Vegas Dgo. SMN*,-4.8,,
-103.98,26.55,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,2.5,,
-103.75,26.69,MAPIMI,DGO,MapimÌ Dgo. SMN*,4.7,,
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,11.9,,
-105.72,25.34,TLHDR,DGO,Observatorio de Tepehuanes Dgo.,-2.3,,
-106.7,25.35,LHRDR,DGO,La Huerta Dgo.,12.1,,
-105.96,25.93,GNCDR,DGO,GuanacevÌ Dgo.,-3.8,,
-104.53,24.13,MMDO,DGO,Aeropuerto Internacional de Durango Dgo.*,2.1,,
-106.54,24.7,TDRDR,DGO,El Tule del Real Dgo.,13.8,,
-104.07,25.26,AM2DR,DGO,AgustÌn Melgar Dgo. SMN*,0.3,,
-104.75,23.52,LBYDR,DGO,Las Bayas Dgo.,-2.5,,
-102.78,24.64,SJGUADALUPE,DGO,San Juan de Guadalupe Dgo. SMN*,2.5,,
-104.6,24.09,DURANGOob,DGO,Observatorio de Durango Dgo. SMN*,4.2,,
-100.52,18.08,AFIGR,GRO,AndrÈs Figueroa Gro.,19.7,,
-99.61,18.55,TAXGR,GRO,Taxco Gro.,14.0,,
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,23.4,,
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,19.9,,
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,24.8,,
