Lon,Lat,Clave,Edo,Est,Tmin,,
-100.47,17.14,SJEGR,GRO,San JerÛnimo Gro.,22.8,,
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,15.5,,
-100.43,17.21,ATYGR,GRO,Atoyac Gro.,21.7,,
-101.05,17.38,CYQGR,GRO,Coyuquilla Gro.,19.5,,
-99.45,17.48,PETGR,GRO,Petaquillas Gro.,12.0,,
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,13.4,,
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,13.0,,
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,12.5,,
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,16.8,,
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,8.6,,
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,9.7,,
-101.55,17.65,ZHTGR,GRO,Zihuatanejo Gro.,23.8,,
-99.55,18.35,IGLGR,GRO,Iguala Gro.,16.3,,
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,16.8,,
-101,18.42,LCLGR,GRO,La Calera Gro.,9.0,,
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,13.4,,
-99.47,18.3,VTRGR,GRO,Valerio Trujano Gro.,16.1,,
-98.74,17.78,OLNGR,GRO,Olinal· Gro.,13.1,,
-99.52,17.58,AERGR,GRO,Observatorio de Chilpancingo Aeropuerto Gro.,14.8,,
-98.49,17.9,XXHGR,GRO,Xochihuehuetl·n Gro.,12.9,,
-99.76,16.76,MMAA,GRO,Aeropuerto Internacional de Acapulco Gro.*,23.0,,
-101.46,17.61,MMZH,GRO,Aeropuerto Internacional de Ixtapa-Zihuatanejo Gro.*,21.1,,
-101.55,17.64,ZIHUATANEJO,GRO,Zihuatanejo Gro. SMN*,26.2,,
-99.52,18.36,IGUALA,GRO,Iguala Gro. SMN*,15.9,,
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,10.7,,
-100.66,18.35,CA2GR,GRO,Ciudad Altamirano Gro. SMN*,18.9,,
-98.97,16.61,COPGR,GRO,Copala Gro.,21.9,,
-98.5,16.66,QTZGR,GRO,Quetzala Gro.,18.2,,
-99.48,16.8,SNMGR,GRO,San Marcos Gro.,11.7,,
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,22.5,,
-99.37,17.47,MCHGR,GRO,Mochitl·n Gro.,15.4,,
-99.93,17.6,YXTGR,GRO,Yextla Gro.,11.1,,
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,15.1,,
-99.66,18.25,COCGR,GRO,Cocula Gro.,13.0,,
-99.91,16.82,ACAPULCOMAR,GRO,Acapulco Gro. SEMAR*,25.1,,
-99.5,17.55,CHILPANCINGOob,GRO,Observatorio de Chilpancingo Gro. SMN*,14.0,,
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,8.6,,
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,4.0,,
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,2.4,,
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,2.5,,
-100.5,21.22,POZGJ,GTO,Pozos Gto.,5.3,,
-100.75,20.58,SMOGJ,GTO,San Miguel Octopan Gto.,4.7,,
-100.71,20.03,ACNGJ,GTO,Ac·mbaro Gto.,7.4,,
-100.67,20.06,SLSGJ,GTO,SolÌs Gto.,7.4,,
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,4.4,,
-100.89,20.22,SLVGJ,GTO,Salvatierra Gto.,7.0,,
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,5.9,,
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,6.0,,
-101.18,20.38,VDSGJ,GTO,Valle de Santiago Gto.,8.8,,
-101.54,20.45,ABSGJ,GTO,Abasolo Gto.,9.9,,
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,11.7,,
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,9.9,,
-100.96,20.49,CRTGJ,GTO,Cort·zar Gto.,9.5,,
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,9.0,,
-101.11,20.52,PERGJ,GTO,Pericos Gto.,5.9,,
-100.82,20.54,CLYGJ,GTO,Celaya Gto.,5.7,,
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,7.1,,
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,6.1,,
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,7.4,,
-101.3,20.6,TEMGJ,GTO,TemascatÌo Gto.,1.3,,
-101.67,20.62,CRMGJ,GTO,Cuer·maro Gto.,10.0,,
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,4.1,,
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,11.4,,
-101.37,20.72,ECNGJ,GTO,El Conejo Gto.,6.6,,
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,6.5,,
-101.29,20.87,PRSGJ,GTO,La PurÌsima Gto.,8.2,,
-100.9,20.95,CSRGJ,GTO,Cinco SeÒores Gto.,6.0,,
-101.84,21.05,BRRGJ,GTO,El Barrial Gto.,5.3,,
-101.69,21.14,LENGJ,GTO,LeÛn Gto.,10.5,,
-100.93,21.15,DHGGJ,GTO,Dolores Hidalgo Gto.,6.6,,
-101.68,21.17,EPLGJ,GTO,El Palote Gto.,7.9,,
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,7.7,,
-100.09,21.3,XICGJ,GTO,Xich˙ Gto.,10.0,,
-101.48,21.65,OCMGJ,GTO,Ocampo Gto.,5.4,,
-100.88,20.4,LGVGJ,GTO,Presa la Gavia Gto.,3.8,,
-101.24,20.87,ECHGJ,GTO,El ChapÌn Gto.,5.1,,
-100.88,21.1,PNLGJ,GTO,PeÒuelitas Gto.,6.7,,
-99.83,21.32,SGORDAII,GTO,Sierra Gorda 2 Gto. SMN*,8.8,,
-101.27,21.01,GTOGJ,GTO,Observatorio de Guanajuato Gto.,8.3,,
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,6.3,,
-101.48,20.99,MMLO,GTO,Aeropuerto Internacional de Guanajuato Gto.*,10.1,,
-100.52,20.15,JCRGJ,GTO,JerÈcuaro Gto.,5.7,,
-101.37,20.71,ANSGJ,GTO,Arandas Gto.,6.8,,
-100.67,20.05,SL2GJ,GTO,Solis Gto.,7.3,,
-100.82,20.85,PALGJ,GTO,Presa Allende Gto. SMN*,8.0,,
-101.25,21.02,GUANAJUATOob,GTO,Observatorio de Guanajuato Gto. SMN*,8.5,,
-101.36,20.28,LJIGJ,GTO,Las JÌcamas Gto.,6.7,,
-99.31,19.96,PRQHD,HGO,Requena Hgo.,5.1,,
-98.75,20.12,PCOHD,HGO,Observatorio de Pachuca Hgo.,7.2,,
-99.36,20.16,ENDHD,HGO,EndhÛ Hgo.,6.4,,
-99.22,20.24,MXQHD,HGO,Mixquiahuala Hgo.,6.9,,
-98.94,20.27,ACTHD,HGO,Actopan Hgo.,3.4,,
-99.33,20.36,PRGHD,HGO,Javier Rojo GÛmez Hgo.,6.2,,
-99.38,20.44,PVAHD,HGO,Vicente Aguirre Hgo.,8.1,,
-99.22,20.48,IXMHD,HGO,Ixmiquilpan Hgo.,8.0,,
-98.76,20.59,LMTHD,HGO,Metztitl·n Hgo.,10.7,,
-98.65,20.65,ZXTHD,HGO,Zacualtip·n Hgo.,8.1,,
-99.5,20.66,ZMPHD,HGO,Ing. Fernando Hiriart Balderrama Hgo.,13.6,,
-98.35,21.02,ATCHD,HGO,Atlapexco Hgo.,13.5,,
-98.42,21.15,HJTHD,HGO,Huejutla Hgo.,13.0,,
-98.72,20.19,ELCHICO,HGO,El Chico Hgo. SMN*,6.0,,
-98.08,20.46,HHTHD,HGO,Huehuetla Hgo.,14.0,,
-98.37,20.08,TLGHD,HGO,Observatorio de Tulancingo Hgo.,9.3,,
-98.6,21.17,ORZHD,HGO,San Felipe Orizatl·n Hgo.,13.6,,
-99.71,20.32,HUICHAPAN,HGO,Huichapan Hgo. SMN*,7.0,,
-98.47,19.73,ITESAAPAN,HGO,ITESA Apan Hgo. SMN*,3.6,,
-103.42,20.44,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,6.9,,
-104.57,19.23,CIHJL,JAL,Cihuatl·n Jal.,19.5,,
-103.2,20.29,LDCJL,JAL,Lago de Chapala Jal.,13.9,,
-102.71,20.29,JMYJL,JAL,Jamay Jal.,6.5,,
-103.09,20.4,ATQJL,JAL,Atequiza Jal.,7.5,,
-104.05,20.55,RAMJL,JAL,RÌo Ameca Jal.,7.2,,
-103.32,20.58,TLAJL,JAL,Tlaquepaque Jal.,11.3,,
-103.85,20.6,VEGJL,JAL,Ing. Santiago Camarena Jal.,7.1,,
-103.35,20.68,GUAJL,JAL,Guadalajara Centro Jal.,9.9,,
-102.5,21.3,SGRJL,JAL,San Gaspar de los Reyes Jal.,1.9,,
-101.85,21.35,SAUJL,JAL,La Sauceda Jal.,4.1,,
-101.92,21.36,LDMJL,JAL,Lagos de Moreno Jal.,5.2,,
-102.58,21.45,TCAJL,JAL,Teocaltiche Jal.,5.6,,
-101.74,21.5,CRTJL,JAL,El Cuarenta Jal.,2.9,,
-102.44,21.6,AJJJL,JAL,Ajoj˙car Jal.,0.7,,
-102.77,19.29,CHLMC,JAL,ConstituciÛn de Apatzing·n Jal.,17.3,,
-103.23,22.33,ACHZC,JAL,Achimec Jal.,1.6,,
-103.72,22.41,BCSJL,JAL,Bocas Jal.,3.5,,
-101.92,21.37,OLMJL,JAL,Observatorio de Lagos de Moreno Jal.,8.7,,
-104.29,19.85,ELCJL,JAL,El Corcovado Jal.,14.6,,
-104.78,20.48,CRNJL,JAL,Corrinchis Jal.,5.7,,
-103.92,19.46,SMANANTLANI,JAL,Sierra Manatl·n 1 Jal. SMN*,8.1,,
-105.13,20,RIOTOMATLAN,JAL,RÌo Tomatl·n Jal. SMN*,20.1,,
-103.2,20.29,CHAJL,JAL,Chapala 1 Jal. SMN*,14.7,,
-103.47,19.7,CGZJL,JAL,Observatorio de Ciudad Guzm·n Jal.,7.7,,
-103.39,20.71,GUCJL,JAL,Observatorio de Guadalajara Jal.,8.6,,
-103.65,20.47,HRTJL,JAL,Hurtado Jal.,5.9,,
-105.13,20,CPEJL,JAL,CajÛn de PeÒa Jal.,17.9,,
-102.98,20.68,EGCJL,JAL,Ing. ElÌas Gonz·lez Ch·vez Jal.,5.8,,
-103.31,20.53,MMGL,JAL,Aeropuerto Internacional de Guadalajara Jal.*,7.9,,
-105.25,20.68,MMPR,JAL,Aeropuerto Internacional de Puerto Vallarta Jal.*,17.9,,
-104.37,19.98,TMLJL,JAL,RamÛn Corona Madrigal General Jal.,6.8,,
-103.2,22.17,TENJL,JAL,Tenasco Jal.,4.8,,
-103.34,20.72,EXPJL,JAL,La Experiencia Jal.,8.4,,
-104.15,19.55,SMANANTLANII,JAL,Sierra Manatl·n 2 Jal. SMN*,7.6,,
-103.59,19.59,NEVADOCOLIMA,JAL,Nevado de Colima Jal. SMN*,5.0,,
-103.03,20.17,TZPJL,JAL,Tizap·n Jal.,12.7,,
-103.42,20.27,JOCJL,JAL,Jocotepec Jal. SMN*,11.0,,
-103.45,20.75,BAZJL,JAL,Base AÈrea Zapopan Jal.,7.8,,
-104.06,19.91,BBAJL,JAL,Basilio Vadillo Jal.,11.0,,
-103.25,22.13,CLTJL,JAL,Observatorio de Colotl·n Jal.,5.8,,
-103.39,20.71,COLJL2,JAL,Los Colomos Jal. SMN*,6.8,,
-103.36,20.58,PITJL,JAL,ProtecciÛn a Infraestructura y AtenciÛn a Emergencias Jal.,10.6,,
-99.61,19.43,TROMX,MEX,Trojes MÈx.,0.3,,
-98.87,19.19,SLAMX,MEX,San Luis Ameca MÈx.,6.8,,
-99.28,19.45,PTLMX,MEX,Presa Totolica MÈx.,3.2,,
-99.78,19.46,PIRMX,MEX,Ignacio RamÌrez MÈx.,-1.4,,
-99.7,19.47,SBBMX,MEX,JosÈ Antonio Alzate MÈx.,-0.5,,
-99.22,19.48,MBLMX,MEX,Molino Blanco MÈx.,8.9,,
-98.88,19.48,CHPMX,MEX,Chapingo MÈx.,6.4,,
-99.22,19.57,ARBMX,MEX,Las Arboledas MÈx.,8.4,,
-98.92,19.58,GRDMX,MEX,La Grande MÈx.,8.7,,
-99.19,19.62,OBSMX,MEX,San MartÌn Obispo MÈx.,7.9,,
-99.05,19.63,K27MX,MEX,km 27+250 MÈx.,5.1,,
-99.96,19.66,TPTMX,MEX,San AndrÈs Tepetitl·n MÈx.,2.6,,
-99.3,19.7,CNPMX,MEX,La ConcepciÛn MÈx.,3.8,,
-99.18,19.74,PCGMX,MEX,Puente Colgante MÈx.,2.3,,
-99.56,19.88,DNXMX,MEX,DanxhÛ MÈx.,2.3,,
-99.86,20.04,PNDMX,MEX,—adÛ MÈx.,1.4,,
-99.7,20.05,HPNMX,MEX,Huapango MÈx.,2.2,,
-99.74,20.12,PMNMX,MEX,El Molino MÈx.,3.1,,
-98.91,19.53,SADMX,MEX,San AndrÈs MÈx.,6.7,,
-98.91,19.54,ATEMX,MEX,Atenco MÈx.,6.4,,
-99.39,19.83,TXMHD,MEX,Taxhimay MÈx.,4.7,,
-99.8,19.63,SMLMX,MEX,Santa MarÌa del Llano MÈx.,1.5,,
-99.79,19.83,PFBMX,MEX,Francisco JosÈ Trinidad Fabela MÈx.,1.7,,
-99.94,18.93,TESMX,MEX,Texcaltitl·n MÈx.,4.3,,
-99.8,19.34,TBRMX,MEX,Tres Barrancas MÈx.,-0.4,,
-99.91,19.86,TJCMX,MEX,El Tejocote MÈx.,1.2,,
-99.74,19.59,SLBMX,MEX,San Bartolo del Llano MÈx.,0.4,,
-99.68,19.12,NEVMX,MEX,Nevado de Toluca MÈx. SMN*,1.9,,
-99.27,19.52,PREMX,MEX,Presa MadÌçn MÈx. SMN*,5.9,,
-99.42,18.99,OCUMX,MEX,Ocuil·n de Arteaga MÈx,5.5,,
-99.63,19.29,COBMX,MEX,Observatorio de Toluca MÈx.,1.3,,
-100.08,19.38,VALLEDEBRAVO,MEX,Valle de Bravo MÈx. SMN*,0.2,,
-99.28,19.45,TTLMX,MEX,Totolica hidromÈtrica MÈx.,8.3,,
-99.12,19.9,TTQMX,MEX,Tajo de Tequixquiac MÈx,3.1,,
-98.66,19.12,ALTZOMONI,MEX,Altzomoni MÈx SMN*,1.5,,
-99.57,19.34,MMTO,MEX,Aeropuerto Internacional de Toluca Edo. de MÈx.*,2.4,,
-99.25,19.64,GDLMX,MEX,Sierra de Guadalupe MÈx.,7.4,,
-99.24,19.45,EMOMX,MEX,El Molinito RÌo Hondo MÈx.,7.7,,
-99.52,19.57,CCAMX,MEX,Cerro Catedral MÈx. SMN*,2.3,,
-99.87,19.78,ATLMX,MEX,Atlacomulco MÈx. SMN*,4.8,,
-100.14,19.31,DONATOGUERRA,MEX,Donato Guerra Mex. SMN*,6.0,,
-98.97,19.48,CEMCASob,MEX,Observatorio CEMCAS MÈx. SMN*,8.8,,
-99.24,19.47,CCHN,MEX,Colegio de Ciencias y Humanidades Naucalpan MÈx. UNAM*,10.5,,
-98.86,19.64,SNLMX,MEX,San Lucas MÈx,3.7,,
-99.01,19.75,MMSM,MEX,Aeropuerto Internacional Felipe ¡ngeles MÈx.,5.3,,
-99.71,19.29,TOLUCAob,MEX,Observatorio de Toluca MÈx. SMN*,2.7,,
-101.88,18.27,INFMC,MICH,Infiernillo Mich.,19.7,,
-101.93,18.92,ZICMC,MICH,Zicuir·n Mich.,17.8,,
-102.37,19.08,APTMC,MICH,Apatzing·n Mich.,15.6,,
-102.87,19.21,LOLMC,MICH,Los Olivos Mich.,16.3,,
-101.45,19.55,VJIMC,MICH,Villa JimÈnez Mich.,3.4,,
-100.61,19.58,AGOMC,MICH,Agostitl·n Mich.,3.8,,
-101.26,19.63,COIMC,MICH,CoÌntzio Mich.,6.0,,
-100.55,19.7,CHIMC,MICH,Ciudad Hidalgo Mich.,5.7,,
-100.87,19.83,MLPMC,MICH,MalpaÌs Mich.,6.6,,
-102.65,19.84,SJUMC,MICH,San Juanico Mich.,8.1,,
-102.14,19.96,UREMC,MICH,Urepetiro Mich.,2.9,,
-100.23,20,TEPMC,MICH,Tepuxtepec Mich.,5.5,,
-101.72,20.13,ANGMC,MICH,Angamacutiro Mich. SMN*,9.4,,
-101.72,20.13,MOCMC,MICH,Melchor Ocampo Mich.,8.3,,
-101.86,20.21,CORMC,MICH,Corrales Mich.,7.0,,
-102.44,20.3,DGNMC,MICH,De Gonzalo Mich.,10.8,,
-102.24,20.34,YURMC,MICH,YurÈcuaro Mich.,8.4,,
-102,20.35,LPDMC,MICH,La Piedad Mich.,6.6,,
-102.6,19.96,JARMC,MICH,Jaripo Mich.,6.5,,
-102.54,19.98,GUAMC,MICH,Guaracha Mich.,7.2,,
-102.42,20.18,BIBMC,MICH,Barraje de Ibarra Mich.,5.6,,
-102.46,20.21,SCRMC,MICH,San CristÛbal Mich.,5.8,,
-101.18,19.69,MORMC,MICH,Observatorio de Morelia Mich.,8.1,,
-102.28,20.01,ZAMMC,MICH,Observatorio de Zamora Mich.,7.5,,
-102.04,19.4,MMPN,MICH,Aeropuerto Internacional de Uruapan Mich.*,11.5,,
-101.03,19.85,MMMM,MICH,Aeropuerto Internacional de Morelia Mich.*,5.1,,
-102.37,19.08,APAMC,MICH,Apatzing·n Mich. SMN*,17.4,,
-101.99,20.23,ADUMC,MICH,Adjuntas Mich.,2.6,,
-102.08,19.42,URUAPAN,MICH,Uruapan Mich. SMN*,8.0,,
-100.29,19.54,MMONII,MICH,Mariposa Monarca 2 Mich. SMN*,2.7,,
-102.18,17.94,LCARDENASMAR,MICH,L·zaro C·rdenas Mich. SEMAR*,21.7,,
-100.68,19.62,PUCMC,MICH,Pucuato Mich.,1.4,,
-99.1,18.79,TICMR,MOR,Ticum·n Mor.,12.3,,
-99.04,18.58,SPHMR,MOR,San Pablo Hidalgo Mor.,12.9,,
-99.19,18.53,XICMR,MOR,Xicatlacotla Mor.,12.5,,
-99.38,18.6,AMCMR,MOR,Amacuzac Mor.,10.4,,
-99.2,18.6,JOJMR,MOR,Jojutla Mor.,13.3,,
-99.42,18.61,HUAMR,MOR,Huajintl·n Mor.,13.3,,
-98.8,18.7,JNCMR,MOR,Jonacatepec Mor.,13.0,,
-99.26,18.73,ALUMR,MOR,Alpuyeca Mor.,14.3,,
-99.33,18.77,RODMR,MOR,El Rodeo Mor.,14.9,,
-98.79,18.78,TMCMR,MOR,Temoac Mor.,11.9,,
-98.95,18.81,CUAMR,MOR,Cuautla Mor.,12.1,,
-99.2,18.9,CUEMR,MOR,Cuernavaca Mor.,13.3,,
-99.22,18.86,TEMMR,MOR,Temixco Mor.,13.6,,
-99.05,18.9,YAHMR,MOR,Yautepec Mor.,12.5,,
-98.9,18.9,OAXMR,MOR,Oaxtepec Mor.,13.9,,
-99.19,18.92,SLDMR,MOR,Solidaridad Mor.,11.7,,
-99.26,19.03,HUIMR,MOR,Huitzilac Mor.,4.6,,
-99.03,18.92,OACMR,MOR,Oacalco Mor.,13.5,,
-99.16,18.77,PROMR,MOR,Progreso Mor.,13.1,,
-98.94,18.54,SHUAUTLA,MOR,Sierra de Huautla Mor. SMN*,21.7,,
-99.46,18.68,APAMR,MOR,Apacingo Mor.,13.0,,
-99.16,18.88,IMTMR,MOR,Instituto Mexicano de TecnologÌa del Agua Mor. SMN*,14.1,,
-98.96,18.85,CASMR,MOR,Casasano Mor.,12.8,,
-99.2,18.65,ZCTMR,MOR,Observatorio de Zacatepec Mor.,12.9,,
-99.22,18.91,OBSMR,MOR,Observatorio de Cuernavaca Mor.,11.5,,
-99.07,18.97,TPZMR,MOR,Tepoztl·n Mor.,13.8,,
-99.24,19.05,TMAMR,MOR,Tres MarÌas Mor.,2.8,,
-98.83,18.64,TEBMR,MOR,Tepalcingo Bachillerato Mor.,14.1,,
-99.26,18.83,MMCB,MOR,Aeropuerto Internacional de Cuernavaca Mor.*,15.1,,
-99.08,18.95,TEPOZTLAN,MOR,Tepoztl·n Mor. SMN*,14.0,,
-99.4,18.7,MIAMR,MOR,Miacatl·n Mor.,13.2,,
-99.31,19.05,LZEMPOALA,MOR,Lagunas de Zempoala Mor. SMN*,0.2,,
-99.27,19.05,HUCMR,MOR,C.B.T.A.154 Huitzilac Mor.,6.3,,
-99.25,18.68,XXOMR,MOR,Xoxocotla Mor.,11.8,,
-98.91,18.68,LCUMR,MOR,La Cuera Mor.,13.0,,
-99.02,18.44,HUTMR,MOR,Huautla Mor.,12.5,,
-99.18,18.57,HIGMR,MOR,HiguerÛn Mor.,14.4,,
-98.84,18.6,TPLMR,MOR,Tepalcingo Mor.,13.2,,
-99.25,18.61,TQGMR,MOR,Tequesquitengo Mor.,15.6,,
-99.32,18.63,PIXMR,MOR,Puente de Ixtla Mor.,11.2,,
-99.38,18.7,CUTMR,MOR,Cuautlita Mor.,12.0,,
-99.09,18.71,TMPMR,MOR,Temilpa Mor.,12.2,,
-99,18.73,MYOMR,MOR,Moyotepec Mor.,14.4,,
-98.77,18.76,AMIMR,MOR,Amilcingo Mor.,14.0,,
-98.75,18.81,TLOMR,MOR,Tlacotepec Mor.,11.1,,
-98.95,18.82,CUSMR,MOR,Cuautla SMN Mor.,12.2,,
-99.43,18.87,PAPMR,MOR,Palpan Mor.,13.2,,
-98.71,18.88,TETMR,MOR,Tetela del Volc·n Mor.,10.1,,
-98.76,18.88,OCTMR,MOR,Ocuituco Mor.,10.8,,
-98.75,18.88,HUEMR,MOR,Hueyapan Mor.,7.1,,
-98.83,18.95,ACHMR,MOR,Achichipico Mor.,11.1,,
-98.93,18.95,ATLMR,MOR,Atlatlahucan Mor.,10.4,,
-98.79,18.69,ELPMR,MOR,El PeÒÛn Mor.,11.8,,
-99.38,18.73,VIAMR,MOR,Vista Alegre Mor.,13.3,,
-98.78,18.94,HUXMR,MOR,Huecahuaxco Mor.,10.1,,
-105.38,22.47,ACAPONETA,NAY,Acaponeta Nay. SMN*,14.9,,
-104.3,21.04,IXTLANRIO,NAY,Ixtl·n del RÌo Nay. SMN*,10.1,,
-104.89,21.49,TEPNR,NAY,Observatorio de Tepic Nay.,13.4,,
-104.84,21.42,MMEP,NAY,Aeropuerto Internacional de Tepic Nay.*,8.3,,
-105.29,21.53,SANBLASMAR,NAY,San Blas Nay. SEMAR*,18.3,,
-99.82,24.1,ARRNL,NL,Aramberri N.L.,5.9,,
-99.91,24.32,ASCNL,NL,La AscensiÛn N.L.,2.3,,
-99.7,24.78,CRUNL,NL,Crucitas N.L.,7.4,,
-100.08,24.83,GALNL,NL,Galeana N.L.,4.4,,
-99.58,24.87,CAMNL,NL,Camacho N.L.,8.0,,
-99.4,24.94,CPRNL,NL,JosÈ LÛpez Portillo N.L.,8.1,,
-99.74,24.99,CABNL,NL,Cabezones N.L.,7.0,,
-99.22,24.99,PAMNL,NL,La Pamona N.L.,5.9,,
-100.55,25.03,SRANL,NL,San Rafael N.L.,1.2,,
-99.83,25.17,MTMNL,NL,Montemorelos N.L.,6.5,,
-99.53,25.5,LERNL,NL,Las Enramadas N.L.,6.5,,
-100.27,25.68,MTRNL,NL,Monterrey N.L.,8.5,,
-99.61,26.09,CRVNL,NL,Cerralvo N.L.,6.0,,
-100.12,23.42,MYNNL,NL,Mier y Noriega N.L.,8.3,,
-100.31,25.58,ELDIENTE,NL,El Diente N. L. SMN*,6.6,,
-100.13,25.43,LBCNL,NL,Rodrigo GÛmez N.L.,7.2,,
-99.28,25.71,CCHNL,NL,Cuchillo Solidaridad N.L.,8.4,,
-100.3,25.73,OBSNL,NL,Observatorio de Monterrey N.L.,9.4,,
-100.11,25.78,MMMY,NL,Aeropuerto Internacional de Monterrey N.L.*,9.0,,
-100.24,25.86,MMAN,NL,Aeropuerto Internacional del Norte N.L.*,8.9,,
-99.32,25.73,PCUNL,NL,Presa el Cuchillo N.L. SMN*,9.5,,
-100.24,25.86,RADIOSONDEOMTY,NL,Radiosondeo Monterrey N.L. SGT*,8.1,,
-99.75,27.7,COLOMBIA,NL,Colombia N.L. SGT*,5.8,,
-96.72,15.81,COZOX,OAX,San Francisco Cozoaltepec Oax.,18.5,,
-95.7,16.01,ASTOX,OAX,Astata Oax.,19.4,,
-95.48,16.59,RHOOX,OAX,RÌo Hondo Oax.,17.0,,
-94.22,16.4,ZANOX,OAX,Zanatepec Oax.,17.5,,
-95.6,16.42,TEQOX,OAX,Tequisistl·n Oax.,18.2,,
-94.4,16.5,OSTOX,OAX,Ostuta Oax.,16.6,,
-95.1,16.58,IXTOX,OAX,Ixtepec Oax.,19.2,,
-95.93,16.65,BOQOX,OAX,Boquilla 1 Oax.,13.4,,
-96.7,17,OAOOX,OAX,Observatorio de Aeropuerto Oaxaca Oax.,11.9,,
-96.73,17.07,OACOX,OAX,Oaxaca Centro Oax.,14.2,,
-95.48,17.45,MAROX,OAX,MarÌa Lombardo Oax.,17.5,,
-97.78,17.81,HLOOX,OAX,Observatorio de Huajuapan de LeÛn Oax.,8.5,,
-96.2,17.87,JACOX,OAX,Jacatepec Oax.,18.5,,
-96.53,17.88,SFUOX,OAX,San Felipe Usila Oax.,15.7,,
-96.26,18,CDOOX,OAX,Miguel de la Madrid Hurtado Oax.,17.0,,
-96.41,18.23,TEMOX,OAX,Presidente Alem·n Oax.,18.7,,
-95.92,17.73,RMLOX,OAX,RÌo Manso Lalana Oax.,19.1,,
-98.14,17.5,SLAOX,OAX,Silacayo·pam Oax.,12.4,,
-97.42,17.55,TEPOX,OAX,San Juan Teposcolula Oax.,2.8,,
-97.82,17.75,FOYOX,OAX,San Francisco Yosocuta Oax.,10.0,,
-97.82,17.89,ZAPOX,OAX,Zapotitl·n Palmas Oax.,12.2,,
-97.54,17.73,STTOX,OAX,Santiago Teotongo Oax.,5.4,,
-95.37,16.43,EMAOX,OAX,El MarquÈs Oax.,20.1,,
-96.55,17.27,SCIOX,OAX,Ixtepeji Oax.,8.5,,
-97.72,17.53,AMTOX,OAX,San Antonino Monte Verde Oax.,10.5,,
-97.68,18.19,SNCOX,OAX,Santiago Chazumba Oax.,9.3,,
-97.81,17.65,TSLOX,OAX,Heroica Villa Tezoatl·n de Segura y Luna Oax.,7.8,,
-97.78,17.81,HDLOX,OAX,Huajuapan de LeÛn Oax.,8.6,,
-98.28,17.53,CALOX,OAX,Calihual· Oax.,10.9,,
-96.48,15.67,PTAOX,OAX,Observatorio de Puerto ¡ngel Oax.,22.3,,
-97.9,17.91,SCHOX,OAX,Santiago Chilixtlahuaca Oax.,12.3,,
-96.26,15.77,MMBT,OAX,Aeropuerto Internacional de BahÌas de Huatulco Oax.*,22.5,,
-96.72,17,MMOX,OAX,Aeropuerto Internacional de Oaxaca Oax.*,10.9,,
-96.54,15.74,TNMOX,OAX,Tonameca Oax.,18.3,,
-97.09,15.87,MMPS,OAX,Aeropuerto Internacional de Puerto Escondido Oax.*,22.1,,
-96.08,18.17,PAPOX,OAX,Papaloapan Oax.,18.8,,
-96.58,16.34,MIAHUATLAN,OAX,Miahuatl·n Oax. SMN*,10.0,,
-96.74,17.16,BJUAREZ,OAX,Benito Ju·rez Oax. SMN*,11.4,,
-95.93,17.15,ZACOX,OAX,Zacatepec Oax.,14.1,,
-97.02,17.46,CMTOX,OAX,Santiago Camotl·n Oax.,5.7,,
-96.13,15.75,HUATULCOMAR,OAX,Huatulco Oax. SEMAR*,22.7,,
-95.19,16.17,SALINACRUZmar,OAX,Salina Cruz Oax. SEMAR*,21.8,,
-96.72,17,OAXACAob,OAX,Observatorio de Oaxaca Oax. SMN*,11.6,,
-98.28,17.85,SJCOX,OAX,San Juan Cieneguillas Oax.,12.5,,
