Lon,Lat,Clave,Edo,Est,Tmin
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,15.2
-102.32,21.7,MMAS,AGS,Aeropuerto Internacional de Aguascalientes Ags.*,14.5
-102.37,21.78,NGRAG,AGS,El Ni·gara Ags.,14.7
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,14.9
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,16.1
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,18.9
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,14.3
-102.68,22,CDRAG,AGS,La Codorniz Ags.,17.0
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,15.3
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,16.3
-102.28,22.15,PBLAG,AGS,PabellÛn Ags.,14.7
-102.46,22.19,P50ANIV,AGS,Presa Cincuenta Aniversario Ags. SMN*,16.0
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,16.0
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,15.8
-102.61,22.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,10.5
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,9.1
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,13.3
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,14.7
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,3.8
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,13.9
-116.83,32.47,EFLBN,BC,El Florido B.C.,12.9
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,12.9
-116.3,32.52,HNGBN,BC,El Hongo B.C.,6.6
-114.73,32.7,PDMBN,BC,Presa derivadora Morelos B.C.,20.5
-115.27,32.39,MXCBN,BC,Mexicali B.C.,22.4
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,16.1
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,20.1
-115.94,30.53,SQNBN,BC,San QuintÌn B.C. SMN*,14.7
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,19.9
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,15.6
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,11.8
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,22.7
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo LeÛn B.C.,18.2
-116.68,32.54,PRTBN,BC,La Puerta B.C.,9.8
-115.46,32.67,MEXBN,BC,Mexicali B.C. SMN*,21.7
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,8.1
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,14.4
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,18.9
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,5.8
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,22.8
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,21.3
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,17.3
-109.71,23.12,SJCBS,BCS,San JosÈ del Cabo B.C.S.,20.0
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,14.6
-109.71,23.49,SNTBS,BCS,Santiago B.C.S.,19.3
-109.59,23.59,RBRBS,BCS,La Ribera B.C.S.,21.8
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,24.3
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,17.3
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,21.6
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,20.9
-110,24.08,SARBS,BCS,El Sargento B.C.S.,21.4
-113.46,27.64,DORBS,BCS,DÌaz Ordaz B.C.S.,10.6
-114.05,27.96,GNGBS,BCS,Guerrero Negro B.C.S.,14.0
-111.98,26.9,MLGBS,BCS,MulegÈ B.C.S.,21.6
-110,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,17.7
-110.37,24.15,LPZBS,BCS,Observatorio de La Paz B.C.S.,19.8
-111.66,25.01,CCNBS,BCS,Observatorio de Ciudad ConstituciÛn B.C.S.,14.7
-111.35,26.01,LRTBS,BCS,Observatorio de Loreto B.C.S.,23.5
-112.27,27.34,SRLBS,BCS,Observatorio de Santa RosalÌa B.C.S.,21.0
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo DÌçaz Ordaz B.C.S. SMN*,14.3
-109.72,23.14,MMSD,BCS,Aeropuerto Internacional de Los Cabos B.C.S.*,22.3
-110.37,24.08,MMLP,BCS,Aeropuerto Internacional de La Paz B.C.S.*,18.0
