Lon,Lat,Clave,Edo,Est,Tmin
-101.51,20.43,ABSGJ,GTO,ABASOLO,7.5
-98.38,24.06,ABSTP,TAMPS,ABASOLO,7.9
-116.9,32.44,ALRBN,BC,ABELARDO L. RODRIGUEZ,10.2
-97.97,20.17,ACJPB,PUE,ACAJETE                           *,2.4
-92.8,16.55,ACACP,CHIS,ACALA,13.9
-100.71,20.03,ACNGJ,GTO,ACAMBARO,6.1
-99.75,16.76,76805,GRO,ACAPULCO,21.2
-99.9,16.84,ACAGR,GRO,ACAPULCO,22.0
-96.84,19.7,ACAVC,VER,ACATLAN,8.0
-103.23,22.33,ACHZC,ZAC,ACHIMEC,2.4
-110.21,30,ACNSO,SON,ACONCHI,5.4
-98.94,20.26,ACTHD,HGO,ACTOPAN,2.2
-96.58,19.49,ACTVC,VER,ACTOPAN,14.3
-108.7,25.7,ARCSI,SIN,ADOLFO RUIZ CORTINEZ,10.3
-99.5,17.5,AERGR,GRO,AEROPUERTO,13.6
-100.93,25.55,ARACL,COAH,AEROPUERTO DE RAMOS ARIZPE,2.2
-104.48,26.23,APRDR,DGO,AGUA PUERCA,1.8
-101.62,20.49,ATBGJ,GTO,AGUA TIBIA,3.9
-102.29,21.85,76571,AGS,AGUASCALIENTES,4.9
-102.3,21.89,AGSAG,AGS,AGUASCALIENTES,5.5
-104.07,25.26,AM2DR,DGO,AGUSTIN MELGAR (EHCA),0.6
-98.14,20.03,AHUPB,PUE,AHUAZOTEPEC,-0.2
-97.41,19.45,ACHPB,PUE,ALCHICHICA,-0.2
-100.84,28.33,ADLCL,COAH,ALLENDE,3.0
-111.83,30.71,76113,SON,ALTAR,7.2
-111.73,30.71,ALTSO,SON,ALTAR,7.3
-97.23,19.76,ALTVC,VER,ALTOTONGA,3.4
-107.46,25.03,AWSSI,SIN,ANDREW WEISS,9.4
-92.75,16.44,ANGCP,CHIS,ANGOSTURA,14.8
-97.84,20.41,APAPB,PUE,APAPANTILLA,12.4
-102.27,19.08,APTMC,MICH,APATZINGAN                          *,15.8
-93.9,16.24,76840,CHIS,ARRIAGA,21.2
-93.89,16.24,AROCP,CHIS,ARRIAGA METEOROLÓGICO,21.3
-98.4,18.9,ATXPB,PUE,ATLIXCO,7.7
-103.46,21.81,ATGZC,ZAC,ATOLINGA,1.7
-107.91,25.85,GD2SI,SIN,BACURATO (HIDRO) P.GUSTAVO DÍAZ ORDAZ,11.5
-98.16,18.89,BDDPB,PUE,BALCON DEL DIABLO,2.5
-98.95,21.74,BLMSL,SLP,BALLESMI,10.9
-96.72,17.07,BAEOX,OAX,BASE AEREA,7.4
-104.05,19.91,BBAJL,JAL,BASILIO BADILLO,11.1
-107.72,27.03,BTPCH,CHIH,BATOPILAS,13.4
-89.25,19.83,BECYC,YUC,BECANCHEN,13.9
-91.48,17.43,BDCTB,TAB,BOCA DEL CERRO,17.8
-91.48,17.42,BOCADELCERRO,TAB,BOCA DEL CERRO,18.5
-102.97,22.82,BTEZC,ZAC,BOCA DEL TESORERO,3.3
-97.93,22.39,BALTP,TAMPS,BOMBAS ALTAMIRA,12.0
-93.15,16.64,BOQCP,CHIS,BOQUERON,15.1
-95.93,16.65,BOQOX,OAX,BOQUILLA 1,12.6
-96.93,19.48,BRIVC,VER,BRIONES,7.3
-103.61,19.24,BVSCM,COL,BUENAVISTA,15.1
-99.2,18.2,BVSGR,GRO,BUENAVISTA,11.1
-98.19,19.04,CNAPB,PUE,C.N.A.,5.6
-105.06,20.03,CPEJL,JAL,CAJON DE PE¤A,19.0
-103.63,18.81,CLLCM,COL,CALLEJONES,19.3
-102.41,22.14,PECAG,AGS,CALLES,4.1
-99.12,19.53,CEADF,DF,CAMPAMENTO AMEALCO,4.8
-90.5,19.83,76695,CAMP,CAMPECHE,17.4
-90.54,19.83,CMPCA,CAMP,CAMPECHE,16.9
-90.54,19.83,COBCA,CAMP,CAMPECHE OBSERVATORIO,17.3
-104.7,24,CAGDR,DGO,CAMPO AGRICOLA,1.3
-90.72,19.36,CANCA,CAMP,CANASAYAB,14.8
-104.75,24.5,CNTDR,DGO,CANATLAN,2.5
-86.82,21.15,CANQR,QROO,CANCUN,20.6
-91.04,18.18,CNDCA,CAMP,CANDELARIA,16.7
-96.37,19.36,CRDVC,VER,CARDEL,16.0
-93.41,17.8,CARTB,TAB,CARDENAS,17.4
-88.04,19.57,FCRQR,QROO,CARRILLO PUERTO,16.8
-107.9,30.5,CAGCH,CHIH,CASAS GRANDES,0.0
-92.47,16.3,CASCP,CHIS,CASCAJAL,13.2
-105.17,27.69,CCOCH,CHIH,CD. CAMARGO,1.3
-111.65,25.01,76402,BCS,CD. CONSTITUCIÓN,9.1
-105.46,28.2,CDLCH,CHIH,CD. DELICIAS,2.1
-106.44,31.73,CJZCH,CHIH,CD. JUAREZ,1.7
-99.01,21.98,CDVSL,SLP,CD. VALLES,11.1
-99.17,23.75,76491,TAMPS,CD. VICTORIA,7.1
-97.94,18.96,CEMPB,PUE,CEMEX,2.9
-99.2,19.4,76680,DF,CENTRAL TACUBAYA,6.6
-96.26,18.01,CDOOX,OAX,CERRO DE ORO (MADRID),15.5
-103.72,18.75,CDOCM,COL,CERRO DE ORTEGA,17.5
-90.71,19.36,CHMCA,CAMP,CHAMPOTON,16.8
-88.3,18.48,76750,QROO,CHETUMAL,16.7
-88.32,18.49,CHOQR,QROO,CHETUMAL,16.6
-94.82,16.58,CHIOX,OAX,CHICAPA,19.7
-93.1,16.93,CHICP,CHIS,CHICOASEN,16.2
-92.28,15.75,CHMCP,CHIS,CHICOMUSELO,11.8
