Lon,Lat,Clave,Edo,Est,Tmin
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,7.4
-102.32,21.7,MMAS,AGS,Aeropuerto Internacional de Aguascalientes Ags.*,6.7
-102.37,21.78,NGRAG,AGS,El Ni·gara Ags.,6.3
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,7.1
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,7.4
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,8.1
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,4.3
-102.68,22,CDRAG,AGS,La Codorniz Ags.,8.1
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,6.4
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,6.4
-102.28,22.15,PBLAG,AGS,PabellÛn Ags.,5.7
-102.46,22.19,P50ANIV,AGS,Presa Cincuenta Aniversario Ags. SMN*,6.1
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,6.8
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,6.0
-102.61,22.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,3.0
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,-1.4
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,4.5
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,5.7
-102.19,21.83,CLVAG,AGS,Calvillo Ags.,2.3
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,2.8
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,5.7
-102.2,22.01,CHOAG,AGS,CaÒada Honda Ags.,4.9
-102,22.02,NVLAG,AGS,El Novillo Ags.,3.6
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,3.2
-102.5,21.88,AGUASCALIENTESo,AGS,Observatorio de Aguascalientes Ags. SMN*,7.2
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,9.2
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,9.2
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,10.8
-116.83,32.47,EFLBN,BC,El Florido B.C.,10.6
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,9.7
-114.73,32.7,PDMBN,BC,Presa derivadora Morelos B.C.,9.1
-115.27,32.39,MXCBN,BC,Mexicali B.C.,9.3
-115.94,30.53,SQNBN,BC,San QuintÌn B.C. SMN*,9.3
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,10.2
-117.07,32.38,PLAYAROSARITO,BC,Playa Rosarito B.C. SMN*,12.1
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,11.5
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,9.4
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,10.7
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo LeÛn B.C.,6.6
-115.46,32.67,MEXBN,BC,Mexicali B.C. SMN*,10.1
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,2.7
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,9.9
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,7.2
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,-3.1
-116.17,31.1,ENSBN,BC,Observatorio de Ensenada B.C.,9.2
-116.64,31.7,PTBBN,BC,Punta Banda B.C.,10.6
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,9.3
-117.25,32.42,ISLACORONADOMAR,BC,Isla Coronado B.C. SEMAR*,13.8
-115.19,32.41,ENVOLEONob,BC,Observatorio de Ejido Nuevo LeÛn B.C. SMN*,6.6
-115.95,30.6,SANISIDROS,BC,San Isidro B.C. SIMARBC*,6.2
-116.16,31,COLONET,BC,Colonet B.C. SIMARBC*,6.9
-116.38,31.27,ERENDIRA,BC,Erendira B.C. SIMARBC*,9.6
-116.41,31.56,SANTOTOMASS,BC,Santo Tom·s B.C. SIMARBC*,3.7
-116.61,31.7,MANEADERO,BC,Maneadero B.C. SIMARBC*,8.0
-116.62,32.07,ELPORVENIRS,BC,El Porvenir B.C. SIMARBC*,0.5
-116.52,32.12,GUADALUPES,BC,Guadalupe B.C. SIMARBC*,7.1
-115.06,32.18,ZACATECASS,BC,Zacatecas B.C. SIMARBC*,4.9
-116.65,32.38,LASPALMASS,BC,Las Palmas B.C. SIMARBC*,5.9
-115.2,32.41,NUEVOLEON,BC,Nuevo LeÛn B.C. SIMARBC*,5.7
-114.83,32.49,SANLUISS,BC,San Luis B.C. SIMARBC*,5.0
-115.04,32.67,ANDRADE,BC,Andrade B.C. SIMARBC*,5.7
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,14.9
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,20.1
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,15.5
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,13.3
-109.71,23.12,SJCBS,BCS,San JosÈ del Cabo B.C.S.,15.1
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,12.4
-109.71,23.49,SNTBS,BCS,Santiago B.C.S.,9.4
-109.59,23.59,RBRBS,BCS,La Ribera B.C.S.,13.7
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,16.8
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,13.4
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,10.7
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,13.2
-110,24.08,SARBS,BCS,El Sargento B.C.S.,14.7
-113.46,27.64,DORBS,BCS,DÌaz Ordaz B.C.S.,3.4
-114.05,27.96,GNGBS,BCS,Guerrero Negro B.C.S.,10.6
-111.98,26.9,MLGBS,BCS,MulegÈ B.C.S.,9.3
-110,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,9.9
-110.37,24.15,LPZBS,BCS,Observatorio de La Paz B.C.S.,15.5
-111.66,25.01,CCNBS,BCS,Observatorio de Ciudad ConstituciÛn B.C.S.,9.8
-111.35,26.01,LRTBS,BCS,Observatorio de Loreto B.C.S.,15.0
-112.27,27.34,SRLBS,BCS,Observatorio de Santa RosalÌa B.C.S.,13.5
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo DÌçaz Ordaz B.C.S. SMN*,8.2
-109.72,23.14,MMSD,BCS,Aeropuerto Internacional de Los Cabos B.C.S.*,15.6
-110.37,24.08,MMLP,BCS,Aeropuerto Internacional de La Paz B.C.S.*,12.9
-111.35,25.99,MMLT,BCS,Aeropuerto Internacional de Loreto B.C.S.*,18.7
-109.42,23.45,CPULMO,BCS,Cabo Pulmo B.C.S. SMN*,20.3
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,16.7
-111.83,24.48,PCORTESMAR,BCS,Puerto CortÈs B.C.S. SEMAR*,16.6
-109.94,22.95,MMSL,BCS,AerÛdromo Internacional de Cabo San Lucas B.C.S.,17.0
-112.1,27.09,STAROSALIAMAR,BCS,Santa RosalÌa B.C.S. SEMAR*,15.5
-114.02,27.98,UABCSCGNJ,BCS,UABCS Campus Guerrero Negro B.C.S. JCAS*,8.2
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,18.3
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,19.8
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,20.3
-90.74,18.6,ESCCA,CAMP,Esc·rcega Camp.,21.3
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,22.5
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,19.0
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,18.8
-90.72,19.36,CHMCA,CAMP,ChampotÛn Camp.,21.1
-90.22,19.61,NYXCA,CAMP,Noh-YaxchÈ Camp.,18.2
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,17.5
-90.54,19.84,CMPCA,CAMP,Campeche Camp.,20.7
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,19.7
-90.11,20.18,HECCA,CAMP,Hecelchak·n Camp.,20.4
