Lon,Lat,Clave,Edo,Est,Tmin
-101.51,20.43,ABSGJ,GTO,ABASOLO,14.8
-98.38,24.06,ABSTP,TAMPS,ABASOLO,17.6
-116.9,32.44,ALRBN,BC,ABELARDO L. RODRIGUEZ,10.2
-97.97,20.17,ACJPB,PUE,ACAJETE                           *,7.1
-92.8,16.55,ACACP,CHIS,ACALA,19.6
-100.71,20.03,ACNGJ,GTO,ACAMBARO,11.8
-99.75,16.76,76805,GRO,ACAPULCO,21.0
-99.9,16.84,ACAGR,GRO,ACAPULCO,22.2
-96.84,19.7,ACAVC,VER,ACATLAN,11.7
-103.23,22.33,ACHZC,ZAC,ACHIMEC,5.8
-110.21,30,ACNSO,SON,ACONCHI,8.0
-98.94,20.26,ACTHD,HGO,ACTOPAN,7.2
-96.58,19.49,ACTVC,VER,ACTOPAN,19.5
-108.7,25.7,ARCSI,SIN,ADOLFO RUIZ CORTINEZ,12.5
-99.5,17.5,AERGR,GRO,AEROPUERTO,16.8
-100.93,25.55,ARACL,COAH,AEROPUERTO DE RAMOS ARIZPE,10.7
-101.62,20.49,ATBGJ,GTO,AGUA TIBIA,9.3
-102.29,21.85,76571,AGS,AGUASCALIENTES,9.5
-102.3,21.89,AGSAG,AGS,AGUASCALIENTES,11.1
-104.07,25.26,AM2DR,DGO,AGUSTIN MELGAR (EHCA),7.2
-98.14,20.03,AHUPB,PUE,AHUAZOTEPEC,5.4
-97.41,19.45,ACHPB,PUE,ALCHICHICA,5.0
-100.84,28.33,ADLCL,COAH,ALLENDE,12.7
-111.83,30.71,76113,SON,ALTAR,9.8
-111.73,30.71,ALTSO,SON,ALTAR,9.4
-97.23,19.76,ALTVC,VER,ALTOTONGA,9.7
-107.46,25.03,AWSSI,SIN,ANDREW WEISS,11.8
-92.75,16.44,ANGCP,CHIS,ANGOSTURA,20.4
-97.84,20.41,APAPB,PUE,APAPANTILLA,18.2
-102.27,19.08,APTMC,MICH,APATZINGAN                          *,18.2
-93.9,16.24,76840,CHIS,ARRIAGA,23.2
-93.89,16.24,AROCP,CHIS,ARRIAGA METEOROLÓGICO,23.2
-98.4,18.9,ATXPB,PUE,ATLIXCO,12.9
-103.46,21.81,ATGZC,ZAC,ATOLINGA,4.1
-107.91,25.85,GD2SI,SIN,BACURATO (HIDRO) P.GUSTAVO DÍAZ ORDAZ,14.5
-98.16,18.89,BDDPB,PUE,BALCON DEL DIABLO,6.9
-98.95,21.74,BLMSL,SLP,BALLESMI,18.5
-96.72,17.07,BAEOX,OAX,BASE AEREA,12.8
-104.05,19.91,BBAJL,JAL,BASILIO BADILLO,13.2
-107.72,27.03,BTPCH,CHIH,BATOPILAS,15.9
-89.25,19.83,BECYC,YUC,BECANCHEN,19.5
-91.48,17.43,BDCTB,TAB,BOCA DEL CERRO,21.9
-91.48,17.42,BOCADELCERRO,TAB,BOCA DEL CERRO,22.0
-102.97,22.82,BTEZC,ZAC,BOCA DEL TESORERO,6.3
-97.93,22.39,BALTP,TAMPS,BOMBAS ALTAMIRA,20.0
-93.15,16.64,BOQCP,CHIS,BOQUERON,20.2
-95.93,16.65,BOQOX,OAX,BOQUILLA 1,17.8
-96.93,19.48,BRIVC,VER,BRIONES,11.0
-103.61,19.24,BVSCM,COL,BUENAVISTA,16.3
-99.2,18.2,BVSGR,GRO,BUENAVISTA,16.0
-98.19,19.04,CNAPB,PUE,C.N.A.,11.3
-105.06,20.03,CPEJL,JAL,CAJON DE PE¤A,19.0
-103.63,18.81,CLLCM,COL,CALLEJONES,18.8
-102.41,22.14,PECAG,AGS,CALLES,9.7
-99.12,19.53,CEADF,DF,CAMPAMENTO AMEALCO,10.6
-90.5,19.83,76695,CAMP,CAMPECHE,20.4
-90.54,19.83,CMPCA,CAMP,CAMPECHE,20.6
-90.54,19.83,COBCA,CAMP,CAMPECHE OBSERVATORIO,20.5
-104.7,24,CAGDR,DGO,CAMPO AGRICOLA,7.0
-90.72,19.36,CANCA,CAMP,CANASAYAB,19.8
-104.75,24.5,CNTDR,DGO,CANATLAN,8.2
-86.82,21.15,CANQR,QROO,CANCUN,22.9
-91.04,18.18,CNDCA,CAMP,CANDELARIA,19.5
-96.37,19.36,CRDVC,VER,CARDEL,20.0
-93.41,17.8,CARTB,TAB,CARDENAS,21.7
-88.04,19.57,FCRQR,QROO,CARRILLO PUERTO,19.2
-107.9,30.5,CAGCH,CHIH,CASAS GRANDES,5.1
-92.47,16.3,CASCP,CHIS,CASCAJAL,17.6
-105.17,27.69,CCOCH,CHIH,CD. CAMARGO,9.1
-111.65,25.01,76402,BCS,CD. CONSTITUCIÓN,10.4
-105.46,28.2,CDLCH,CHIH,CD. DELICIAS,9.4
-106.44,31.73,CJZCH,CHIH,CD. JUAREZ,10.0
-109.92,27.48,76258,SON,CD. OBREGON,10.2
-99.01,21.98,CDVSL,SLP,CD. VALLES,18.7
-99.17,23.75,76491,TAMPS,CD. VICTORIA,15.2
-97.94,18.96,CEMPB,PUE,CEMEX,8.2
-99.2,19.4,76680,DF,CENTRAL TACUBAYA,12.0
-96.26,18.01,CDOOX,OAX,CERRO DE ORO (MADRID),20.5
-103.72,18.75,CDOCM,COL,CERRO DE ORTEGA,17.7
-90.71,19.36,CHMCA,CAMP,CHAMPOTON,20.7
-88.3,18.48,76750,QROO,CHETUMAL,20.9
-88.32,18.49,CHOQR,QROO,CHETUMAL,20.8
-94.82,16.58,CHIOX,OAX,CHICAPA,23.4
-93.1,16.93,CHICP,CHIS,CHICOASEN,22.0
-92.28,15.75,CHMCP,CHIS,CHICOMUSELO,16.0
-98.57,18.51,CHIPB,PUE,CHIETLA,16.6
-98.05,19.91,CNGPB,PUE,CHIGNAHUAPAN,5.0
-106.13,28.67,76225,CHIH,CHIHUAHUA,9.4
-99.5,17.55,76762,GRO,CHILPANCINGO,16.9
-99.5,17.54,CHIGR,GRO,CHILPANCINGO,15.1
-108.54,27.41,CNDCH,CHIH,CHINIPAS,11.8
-89.68,20.64,CHOYC,YUC,CHOCHOLA,20.0
-108.32,26.7,76311,SIN,CHOIX,12.5
-97.58,19.93,CHLPB,PUE,CHOLULA,9.3
-100.9,20.95,CSRGJ,GTO,CINCO SEÑORES,6.4
