Lon,Lat,Clave,Edo,Est,Tmin
-102.37,21.78,NGRAG,AGS,El Niagara Ags.,6.086206897
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,6
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,6.813793103
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,8.255172414
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,8.572413793
-102,21.9,CNSAG,AGS,Los Conos Ags.,5.086206897
-102.68,22,CDRAG,AGS,La Codorniz Ags.,8.732142857
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,7
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,7.210344828
-102.29,22.16,PBLAG,AGS,PabellÛn Ags.,6.982758621
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,8.892857143
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,7.068965517
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,2.25862069
-102.61,21.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,4.261538462
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,6.148148148
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,6.148148148
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,3.222222222
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,6.296296296
-102.36,21.97,UAALAPOSTA,AGS,Universidad AutÛnoma de Aguascalientes Ags. SGT*,7.217391304
-102,22.02,NVLAG,AGS,El Novillo Ags.,3.296296296
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,3.62962963
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,8.306896552
-114.85,31.03,SFLBN,BC,San Felipe B.C.,10.80740741
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,7.56
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,0.871428571
-115.15,32.41,ENLBN,BC,Ejido Nuevo LeÛn B.C.,6.782758621
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,8.857142857
-116.83,32.47,EFLBN,BC,El Florido B.C.,9.357142857
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,9.203703704
-116.3,32.52,HNGBN,BC,El Hongo B.C.,0.647058824
-114.73,32.7,PDMBN,BC,Presa Derivadora Morelos B.C.,7.034482759
-115.27,32.39,MXCBN,BC,Mexicali B.C.,8.448275862
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,8.342857143
-114.73,32.7,ALGODONESob,BC,Observatorio de Algodones B.C. SMN*,8.424137931
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,14.12692308
-115.94,30.53,SANQUINTIN,BC,San QuntÌn B.C.*,8.314814815
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,9.579310345
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,10.84827586
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,-0.052631579
-116.37,31.49,ENSBN,BC,Ensenada B.C.,7.6
-116.64,31.7,PTBBN,BC,Punta Banda B.C.,5.5
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,9.692857143
-114.97,32.06,ENCINAS,BC,Encinas Johnson Son. REMAS*,4.431034483
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,0.555
-117.07,32.38,PLAYAROSARITO,BC,Playa Rosarito B.C. SMN*,9.9
-115.19,32.41,ENVOLEONob,BC,Observatorio de EnvoleÛn B.C. SMN*,6.839285714
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,10.18076923
-116.63,32.57,TCTBN,BC,Tecate B.C.,7.35
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,7.871428571
-115.5,32.64,MEXICALIOB,BC,Mexicali Observatorio B.C. SMN*,7.228571429
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,9.748148148
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,13.61034483
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,16.9
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,14.24
-109.71,23.07,SJCBS,BCS,San JosÈ del Cabo B.C.S.,12.66666667
-110.22,23.43,TSNBS,BCS,Todos Santos B.C.S.,12.09259259
-109.72,23.45,SNTBS,BCS,Santiago B.C.S.,7.703703704
-109.55,23.58,RBRBS,BCS,La Ribera B.C.S.,11.18518519
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,14.22
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,9.037037037
-110.05,23.8,SANBS,BCS,San Antonio B.C.S.,9.576923077
-109.98,24.07,PLNBS,BCS,Los Planes B.C.S.,10.33333333
-109.98,24.07,SARBS,BCS,El Sargento B.C.S.,13.07692308
-110.37,24.15,LPZBS,BCS,La Paz B.C.S.,14.15
-111.66,25,CCNBS,BCS,Ciudad ConstituciÛn B.C.S.,8.914814815
-111.34,26.02,LRTBS,BCS,Loreto B.C.S.,14.168
-112.28,27.3,SRLBS,BCS,Santa RosalÌa B.C.S.,11.67307692
-113.42,27.78,DORBS,BCS,DÌaz Ordaz B.C.S.,5.34
-114.05,27.97,GNGBS,BCS,Guerrero Negro B.C.S.,9.923076923
-112,26.87,MLGBS,BCS,MulegÈ B.C.S.,9.269230769
-110,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,8.689285714
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,13.94642857
-111.83,24.48,PCORTESMAR,BCS,Puerto CortÈs B.C.S. SEMAR*,15.79642857
-111.65,25.01,CDCONSTITUCIONo,BCS,Observatorio de Ciudad ConstituciÛn B.C.S. SGT*,9.672413793
-112.48,26.26,SANJUANICO,BCS,San Juanico B.C.S. SMN*,13.84482759
-112.1,27.09,STAROSALIAMAR,BCS,Santa RosalÌa B.C. SEMAR*,12.6
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo DÌaz Ordaz B.C.S.*,9.6
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,19.96296296
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,18.55172414
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,19.93103448
-90.74,18.6,ESCCA,CAMP,Esc·rcega Camp.,21.20689655
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,21.92307692
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,18.96551724
