Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abal·, Yuc.",14.6
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",9.5
-92.8,16.55,ACACP,CHIS,"Acala, Chis.",16.5
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",23.7
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",14.2
-105.38,22.47,ACAPONETA,NAY,"Acaponeta, Nay. SMN*",14.9
-96.84,19.7,ACAVC,VER,"Acatl·n, Ver.",7
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",10.6
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",1.6
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",3.5
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",-0.6
-100.71,20.03,ACNGJ,GTO,"Ac·mbaro, Gto.",7.6
-110.23,29.82,ACNSO,SON,"Aconchi, Son.",2
-98.91,19.64,ACOSE,MEX,"Acolman, MÈx. SGIRPC*",5.2
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",3.1
-106.65,24.05,ACTSI,SIN,"Acatit·n, Sin.",8.9
-96.59,19.5,ACTVC,VER,"Actopan, Ver.",15.6
-99.75,16.76,ACUGR,GRO,"Acapulco, Gro. SMN*",21.3
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",5.8
-98.06,18.28,ADOPB,PUE,"Acatl·n de Osorio, Pue.",21.3
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",7.7
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",13.7
-98.14,18.94,AFRPB,PUE,"¡fricam, Pue.",6
-116.2,32.27,AGHBN,BC,"Agua Hechicera, B.C.",-0.3
-102.31,21.9,AGSAG,AGS,"Aguascalientes, Ags.",6.7
-107.48,28.48,AGZCH,CHIH,"Abraham Gonz·lez, Chih.",-4.5
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",12.1
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",3
-102.44,21.6,AJJJL,JAL,"Ajoj˙car, Jal.",4.4
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",13.6
-100.01,25.27,AL2NL,NL,"Allende Dos, N. L.",6.5
-107.38,25.09,AL2SI,SIN,"El Varejonal hidromÈtrica, Sin.",11.3
-97.68,20.93,ALAVC,VER,"¡lamo Temapache, Ver.",14.7
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",2.1
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",4
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",14.7
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",12
-99.65,19.48,ALZATE,MEX,"Alzate, MÈx. SGT*",1
-104.07,25.26,AM2DR,DGO,"AgustÌn Melgar, Dgo. SMN*",0.2
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",6.4
-99.38,18.6,AMCMR,MOR,"Amacuzac, Mor.",11.4
-98.77,18.76,AMIMR,MOR,"Amilcingo, Mor.",10.7
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",6.5
-92.78,16.4,ANGCP,CHIS,"Doctor Belisario DomÌnguez, Chis.",16.9
-100.13,27.24,ANHNL,NL,"An·huac, N.L.",8.9
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",3.2
-109.89,27.82,AOBSO,SON,"¡lvaro ObregÛn, Son.",11.6
-97.84,20.41,APAPB,PUE,"Apapantilla, Pue.",12.8
-104.49,26.23,APRDR,DGO,"Ing. BenjamÌn Ortega Cantero, Dgo.",1.3
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",8.5
-102.37,19.08,APTMC,MICH,"Apatzing·n, Mich.",16.5
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",-1
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",6.8
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",6.8
-108.7,25.7,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",7.2
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",10.2
-95.44,18.58,ARCVC,VER,"¡ngel Rosario Cabada, Ver.",17.4
-109.09,30.07,ARISO,SON,"Aribabi, Son.",-2.1
